Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2005,86000,Petrol,Manual,Second,15.3,83.0,0.45,GETZ GLS,Hyundai
2014,65694,Petrol,Manual,First,18.9,67.1,3.25,WAGON R LXI BS IV,Maruti
2015,23000,Petrol,Manual,First,16.8,34.2,1.5,OMNI MPI CARGO BSIV,Maruti
2012,51000,Petrol,Manual,First,20.36,78.9,2.85,I10 MAGNA 1.2,Hyundai
2018,18335,Petrol,Manual,First,21.7,67.0,4.5,KWID 1.0 RXT OPTIONAL,Renault
2014,36000,Diesel,Automatic,First,15.0,107.3,16.25,B CLASS 2012-2015 B200 SPORT CDI,Mercedes-Benz
2017,25000,Petrol,Automatic,First,17.21,103.5,7.75,POLO GT TSI,Volkswagen
2007,81000,Diesel,Manual,Third,12.05,120.0,4.35,SCORPIO VLX 4WD,Mahindra
2019,21719,Diesel,Automatic,First,12.9,174.5,33.13,FORTUNER 2.8 2WD AT,Toyota
2013,75421,Diesel,Manual,First,25.44,56.3,3.63,BEAT DIESEL LT,Chevrolet
2010,80000,Diesel,Manual,First,12.8,102.0,4.75,INNOVA 2.5 G4 DIESEL 8-SEATER,Toyota
2018,10671,Petrol,Manual,First,20.85,83.14,6.51,SWIFT DZIRE VXI,Maruti
2018,4126,Petrol,Manual,First,21.7,67.0,4.8,KWID CLIMBER 1.0 MT,Renault
2017,98500,Diesel,Manual,First,22.95,74.0,6.0,BOLT QUADRAJET XM,Tata
2016,61578,Petrol,Manual,First,18.9,82.0,6.4,GRAND I10 ASTA,Hyundai
2014,54000,Diesel,Manual,First,20.34,103.2,4.9,VENTO 1.5 TDI HIGHLINE,Volkswagen
2013,70998,Diesel,Automatic,First,17.68,174.33,20.57,A6 2011-2015 2.0 TDI,Audi
2015,40082,Diesel,Manual,First,19.3,73.9,4.76,SWIFT DZIRE LDI BSIV,Maruti
2012,50619,Petrol,Manual,First,18.0,62.0,2.0,SPARK 1.0 LT,Chevrolet
2009,103905,Diesel,Automatic,First,22.69,190.0,9.92,3 SERIES 320D,BMW
2018,15334,Petrol,Manual,First,21.1,55.2,3.69,EON ERA PLUS,Hyundai
2013,69000,Diesel,Manual,First,23.4,74.0,5.75,SWIFT DZIRE VDI,Maruti
2014,75160,Diesel,Manual,First,20.14,88.5,5.7,CROSSPOLO 1.5 TDI,Volkswagen
2014,44753,Petrol,Manual,First,18.0,86.7,4.94,AMAZE E I-VTECH,Honda
2012,53024,Petrol,Automatic,First,14.4,103.6,4.29,VENTO PETROL HIGHLINE AT,Volkswagen
2014,23840,Petrol,Manual,First,20.51,67.04,3.0,WAGON R STINGRAY VXI,Maruti
2014,81298,Diesel,Manual,First,20.14,88.8,6.5,POLO 1.5 TDI HIGHLINE,Volkswagen
2015,59000,Petrol,Manual,Second,16.47,73.9,4.9,POLO PETROL COMFORTLINE 1.2L,Volkswagen
2016,51806,Diesel,Manual,First,25.8,98.6,5.4,AMAZE SX I-DTEC,Honda
2014,56000,Diesel,Automatic,First,18.53,187.74,24.0,A6 35 TDI MATRIX,Audi
2019,29279,Diesel,Manual,First,24.7,69.0,7.46,TIGOR 1.05 REVOTORQ XZ OPTION,Tata
2017,33550,Diesel,Automatic,First,21.5,108.5,9.6,VENTO 1.5 TDI HIGHLINE AT,Volkswagen
2014,62000,Diesel,Automatic,First,18.53,187.74,25.0,A6 35 TDI MATRIX,Audi
2014,66000,Diesel,Manual,First,19.01,108.5,6.8,TERRANO XL 110 PS,Nissan
2016,46630,Diesel,Automatic,First,21.66,103.52,8.59,RAPID 1.5 TDI AT ELEGANCE,Skoda
2016,72566,Diesel,Manual,First,25.83,99.0,5.29,FIGO ASPIRE 1.5 TDCI TREND,Ford
2011,51482,Diesel,Manual,First,15.42,70.0,2.5,VENTURE EX,Tata
2011,90000,Diesel,Automatic,First,14.84,167.62,13.9,NEW C-CLASS C 220 CDI BE AVANTGARE,Mercedes-Benz
2014,69000,Diesel,Manual,Second,13.0,168.5,20.0,FORTUNER 4X2 MANUAL,Toyota
2011,90000,Petrol,Manual,Second,17.0,118.0,3.4,CITY 1.5 V MT,Honda
2015,39000,Petrol,Manual,First,18.6,81.83,5.5,I20 ASTA OPTION 1.2,Hyundai
2012,110000,Diesel,Manual,Second,20.54,103.6,3.65,VENTO DIESEL TRENDLINE,Volkswagen
2011,68022,Diesel,Manual,First,13.1,141.0,5.86,ENDEAVOUR 2.5L 4X2 MT,Ford
2018,27852,Petrol,Automatic,First,14.8,121.36,10.44,ECOSPORT 1.5 PETROL TITANIUM PLUS AT,Ford
2013,58291,Diesel,Manual,First,17.8,97.7,5.0,SWIFT VDI BSIV,Maruti
2011,68439,Diesel,Manual,First,23.0,90.0,3.37,I20 SPORTZ DIESEL,Hyundai
2011,53000,Diesel,Manual,First,12.99,100.6,6.95,INNOVA 2.5 VX (DIESEL) 8 SEATER,Toyota
2018,14000,Diesel,Manual,First,21.5,108.5,9.9,NEXON 1.5 REVOTORQ XZ PLUS DUAL TONE,Tata
2012,71558,Diesel,Manual,First,20.0,68.05,3.3,FIGO DIESEL TITANIUM,Ford
2013,48000,Diesel,Automatic,Second,17.85,97.7,50.5,PANAMERA DIESEL,Porsche
2015,65800,Diesel,Automatic,First,17.01,126.2,12.5,CRETA 1.6 CRDI AT SX PLUS,Hyundai
2014,53000,Diesel,Automatic,First,16.55,140.0,20.5,A4 2.0 TDI MULTITRONIC,Audi
2017,14600,Diesel,Manual,First,16.0,140.0,14.5,XUV500 W8 4WD,Mahindra
2017,34429,Diesel,Automatic,First,13.8,174.57,20.0,MUX 4WD,Isuzu
2014,52000,Diesel,Manual,First,23.4,74.0,5.25,SWIFT DZIRE VDI,Maruti
2015,25470,Petrol,Manual,First,20.73,91.1,5.9,CIAZ ZXI,Maruti
2013,22000,Petrol,Manual,First,21.1,55.2,2.6,EON ERA PLUS,Hyundai
2007,75000,Diesel,Automatic,First,11.0,198.5,11.0,E-CLASS 280 CDI,Mercedes-Benz
2011,95995,Diesel,Automatic,First,18.48,177.0,15.5,5 SERIES 2003-2012 520D,BMW
2017,26877,Diesel,Manual,First,24.0,73.97,5.75,GRAND I10 1.2 CRDI SPORTZ OPTION,Hyundai
2015,26000,Diesel,Automatic,First,14.47,97.7,75.0,XJ 3.0L PORTFOLIO,Jaguar
2007,53000,Diesel,Manual,Second,17.8,75.0,2.0,SWIFT LDI BSIII,Maruti
2008,95291,Petrol,Manual,First,17.92,62.1,2.3,SANTRO XING GLS,Hyundai
2009,53000,Diesel,Manual,Second,12.8,102.0,8.2,INNOVA 2.5 V DIESEL 8-SEATER,Toyota
2015,32000,Petrol,Manual,First,18.6,81.83,4.8,I20 SPORTZ 1.2,Hyundai
2008,68333,Diesel,Automatic,Second,11.0,198.5,8.5,E-CLASS 280 CDI,Mercedes-Benz
2011,72000,Diesel,Manual,First,20.0,68.0,2.9,FIGO DIESEL ZXI,Ford
2012,52100,Diesel,Manual,First,21.43,86.79,6.5,COROLLA ALTIS 1.4 DG,Toyota
2018,10000,Petrol,Manual,First,18.9,81.86,5.85,GRAND I10 1.2 KAPPA SPORTZ,Hyundai
2019,6261,Diesel,Manual,First,16.3,170.0,23.91,COMPASS 2.0 LIMITED 4X4,Jeep
2019,3906,Petrol,Automatic,First,20.89,81.8,7.36,IGNIS 1.2 AMT ALPHA,Maruti
2014,55960,Diesel,Manual,First,11.5,171.0,17.25,FORTUNER 3.0 DIESEL,Toyota
2013,53000,Diesel,Manual,First,20.54,103.6,7.0,VENTO DIESEL HIGHLINE,Volkswagen
2017,38000,Diesel,Manual,First,13.68,147.8,17.65,INNOVA CRYSTA 2.4 VX MT,Toyota
2013,51000,Diesel,Manual,First,20.0,68.1,2.5,FIGO DIESEL CELEBRATION EDITION,Ford
2015,53000,Diesel,Manual,First,23.59,67.05,6.0,PLATINUM ETIOS 1.4 GXD,Toyota
2018,2500,Diesel,Manual,First,18.06,63.0,8.25,THAR DI 4X4,Mahindra
2018,41661,Diesel,Automatic,First,12.7,187.7,44.83,ROVER RANGE ROVER HSE DYNAMIC,Land
2011,64000,Diesel,Automatic,First,16.07,181.0,10.5,3 SERIES 320D HIGHLINE,BMW
2008,80000,Petrol,Manual,Second,13.2,94.0,1.9,ACCENT GLS,Hyundai
2016,30000,Petrol,Automatic,Second,23.1,67.04,4.25,CELERIO ZXI AT,Maruti
2014,43000,Diesel,Automatic,Second,16.36,187.7,26.5,XF 2.2 LITRE LUXURY,Jaguar
2013,90000,Diesel,Automatic,Second,12.4,179.5,22.5,A6 2.7 TDI,Audi
2011,123880,Diesel,Manual,First,23.08,63.1,3.3,MICRA DIESEL XV,Nissan
2015,42000,Petrol,Manual,Second,18.0,86.7,4.3,AMAZE S I-VTECH,Honda
2012,79824,Diesel,Manual,First,19.87,83.8,5.25,DUSTER 85PS DIESEL RXL OPTION,Renault
2015,75000,Diesel,Manual,First,12.99,100.6,11.75,INNOVA 2.5 G (DIESEL) 8 SEATER,Toyota
2014,72411,Petrol,Manual,First,18.0,86.7,4.25,AMAZE E I-VTECH,Honda
2012,63000,Diesel,Automatic,First,14.94,204.0,14.22,NEW C-CLASS C 250 CDI ELEGANCE,Mercedes-Benz
2015,53713,Petrol,Manual,First,17.71,78.9,4.2,ETIOS LIVA G,Toyota
2017,18000,Diesel,Automatic,First,11.36,171.5,18.25,INNOVA CRYSTA 2.8 GX AT 8S,Toyota
2013,51000,Diesel,Manual,First,15.8,170.0,18.5,NEW C-CLASS 200 CDI ELEGANCE,Mercedes-Benz
2008,86700,Petrol,Manual,Second,16.1,88.2,2.4,SWIFT VXI BSIII,Maruti
2016,29000,Diesel,Manual,First,27.39,74.0,6.5,BALENO ALPHA 1.3,Maruti
2014,56000,LPG,Manual,First,13.45,62.1,3.2,SANTRO XING GL PLUS LPG,Hyundai
2015,33000,Petrol,Automatic,First,23.1,67.04,3.99,CELERIO VXI AT,Maruti
2014,64394,Diesel,Manual,First,22.7,89.84,5.45,ECOSPORT 1.5 DV5 MT AMBIENTE,Ford
2010,76000,Diesel,Manual,First,18.8,90.0,2.7,MANZA AURA QUADRAJET,Tata
2016,48719,Diesel,Manual,First,27.3,98.6,6.25,JAZZ 1.5 SV I DTEC,Honda
2016,59711,Diesel,Manual,First,15.1,140.0,13.28,XUV500 W8 2WD,Mahindra
2012,83000,Diesel,Manual,First,23.08,63.1,3.7,MICRA DIESEL XV PREMIUM,Nissan
2018,10714,Diesel,Automatic,First,19.27,167.62,39.51,NEW C-CLASS C 220D AVANTGARDE EDITION C,Mercedes-Benz
2010,127510,Diesel,Manual,Second,19.0,90.0,1.4,MANZA AURA PLUS QUADRAJET BS IV,Tata
2014,35010,Diesel,Manual,First,22.9,74.0,3.5,SWIFT VDI,Maruti
2012,75451,Petrol,Manual,First,17.5,85.8,3.78,SWIFT DZIRE 1.2 LXI BSIV,Maruti
2015,83000,Diesel,Manual,First,19.09,69.01,2.7,INDIGO ECS LS (TDI) BS-III,Tata
2013,38755,Diesel,Manual,First,25.8,98.6,3.2,AMAZE S I-DTECH,Honda
2016,30000,Petrol,Manual,First,20.4,81.8,5.0,SWIFT VXI BSIV,Maruti
2012,40000,Diesel,Manual,First,20.77,88.8,7.0,ERTIGA ZDI,Maruti
2014,19500,Petrol,Manual,Second,18.9,82.0,2.85,GRAND I10 ERA,Hyundai
2016,41000,Petrol,Manual,First,19.69,67.04,4.25,MICRA ACTIVE XV,Nissan
2014,30000,Petrol,Manual,Second,18.9,82.0,4.9,GRAND I10 ASTA OPTION,Hyundai
2017,37000,Diesel,Manual,First,17.1,170.0,16.9,COMPASS 2.0 SPORT,Jeep
2014,62000,Diesel,Manual,Second,22.07,73.9,4.25,POLO DIESEL COMFORTLINE 1.2L,Volkswagen
2015,42023,Petrol,Automatic,First,15.5,86.7,4.34,AMAZE S AT I-VTECH,Honda
2012,51001,Diesel,Automatic,First,16.09,184.0,17.0,X3 XDRIVE20D ADVANTAGE EDITION,BMW
2017,55389,Diesel,Automatic,First,18.88,184.0,28.45,3 SERIES 320D LUXURY LINE,BMW
2014,46728,Petrol,Automatic,First,15.6,116.3,6.15,CITY V AT,Honda
2014,58995,Diesel,Manual,First,12.83,162.0,9.25,SSANGYONG REXTON RX5,Mahindra
2015,37857,Diesel,Manual,First,26.59,74.0,4.85,SWIFT DZIRE LDI,Maruti
2014,71000,Diesel,Manual,First,25.2,74.0,4.8,SWIFT VDI BSIV,Maruti
2012,49024,Petrol,Manual,First,18.4,86.8,2.3,BRIO S OPTION MT,Honda
2016,10770,Petrol,Manual,First,18.9,82.0,4.75,GRAND I10 SPORTZ,Hyundai
2017,72000,Diesel,Manual,First,22.95,74.0,5.0,ZEST QUADRAJET 1.3 75PS XM,Tata
2015,91000,Petrol,Manual,First,21.1,55.2,2.5,EON ERA PLUS,Hyundai
2017,14000,Petrol,Manual,First,18.6,81.83,5.95,I20 1.2 SPOTZ,Hyundai
2014,48000,Diesel,Automatic,Second,9.0,181.0,16.0,S60 D4 KINETIC,Volvo
2014,75136,Diesel,Manual,First,22.7,89.84,6.15,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,Ford
2014,32500,Petrol,Manual,Second,21.1,85.8,4.05,RITZ VXI,Maruti
2010,94500,Diesel,Manual,Second,21.9,90.0,3.1,I20 1.4 CRDI MAGNA,Hyundai
2013,34900,Petrol,Manual,First,22.0,81.8,5.49,DZIRE VXI,Maruti
2010,42400,Petrol,Automatic,Third,8.0,97.7,42.91,PANAMERA 2010 2013 4S,Porsche
2015,50000,Diesel,Manual,First,17.8,75.0,5.7,SWIFT VDI BSIII W/ ABS,Maruti
2014,35000,Petrol,Manual,First,19.4,86.8,2.85,BRIO S MT,Honda
2012,37000,Petrol,Manual,Second,18.6,79.4,2.35,BEAT LS,Chevrolet
2018,32807,Petrol,Automatic,First,13.0,121.3,14.76,CRETA 1.6 SX PLUS PETROL AUTOMATIC,Hyundai
2008,119000,Petrol,Manual,Second,17.7,78.0,2.25,CITY ZX GXI,Honda
2016,12000,Petrol,Manual,First,18.5,85.8,3.65,RITZ LXI,Maruti
2016,46727,Diesel,Manual,First,22.77,98.59,7.25,ECOSPORT 1.5 TDCI TREND,Ford
2010,73336,Diesel,Automatic,First,13.2,170.0,10.69,3 SERIES 320D,BMW
2014,9000,Petrol,Manual,Second,17.01,121.3,5.5,VERNA 1.6 SX VTVT,Hyundai
2005,53000,Diesel,Manual,Fourth & Above,12.8,102.0,5.1,INNOVA 2.5 G4 DIESEL 8-SEATER,Toyota
2014,25422,Petrol,Manual,First,22.5,67.04,3.25,WAGON R LXI,Maruti
2018,14000,Diesel,Manual,First,25.47,88.5,9.25,ERTIGA VDI,Maruti
2008,66000,Petrol,Manual,First,19.7,46.3,1.7,ALTO LXI BSIII,Maruti
2010,55324,Petrol,Manual,First,19.0,66.1,2.87,A-STAR VXI,Maruti
2009,90000,Diesel,Automatic,First,11.0,97.7,17.75,X5 3.0D,BMW
2017,43000,Petrol,Manual,First,18.15,82.0,4.5,KUV 100 G80 K6 PLUS 5STR,Mahindra
2008,58483,Petrol,Automatic,Second,19.2,80.0,2.95,I10 MAGNA AT,Hyundai
2007,93000,Petrol,Automatic,Second,12.9,130.0,2.6,CIVIC 2006-2010 1.8 S AT,Honda
2010,50000,Petrol,Manual,First,20.36,78.9,3.0,I10 SPORTZ 1.2,Hyundai
2014,78616,Diesel,Automatic,Second,14.84,170.0,15.5,NEW C-CLASS C 220 CDI ELEGANCE AT,Mercedes-Benz
2011,37000,Petrol,Manual,First,17.6,88.73,2.8,ETIOS G,Toyota
2010,54801,Petrol,Manual,First,17.0,118.0,2.5,CITY 1.5 E MT,Honda
2014,29000,Diesel,Manual,First,23.4,74.0,5.75,SWIFT DZIRE VDI,Maruti
2010,68000,Petrol,Manual,First,22.0,81.8,2.8,SWIFT VXI,Maruti
2014,58000,Petrol,Manual,First,17.01,121.3,4.59,VERNA 1.6 EX VTVT,Hyundai
2012,64290,Diesel,Manual,First,23.2,73.94,3.65,RITZ VDI,Maruti
2015,31000,Diesel,Manual,First,13.0,168.5,19.85,FORTUNER 4X2 MANUAL,Toyota
2018,16039,Diesel,Manual,First,17.1,170.0,18.5,COMPASS 2.0 LIMITED,Jeep
2017,19860,Petrol,Manual,First,18.6,81.83,6.95,I20 ASTA OPTION 1.2,Hyundai
2014,48500,CNG,Manual,Second,26.6,58.16,2.85,WAGON R LXI CNG,Maruti
2012,75391,Diesel,Manual,First,13.93,138.0,3.75,NEW SAFARI DICOR 2.2 EX 4X4 BS IV,Tata
2008,78000,Diesel,Manual,Second,19.3,73.9,2.3,SWIFT DZIRE LDI,Maruti
2016,78000,Diesel,Manual,First,25.0,69.01,2.3,INDIGO ECS ELS BS IV,Tata
2016,52000,Diesel,Manual,First,28.4,74.0,5.95,SWIFT LDI,Maruti
2016,30000,Petrol,Automatic,First,23.1,67.04,3.49,CELERIO VXI AT,Maruti
2016,19254,Diesel,Automatic,First,14.69,97.7,47.7,5 SERIES 2013-2017 530D M SPORT,BMW
2015,29651,Petrol,Manual,First,16.47,74.0,6.43,POLO 1.2 MPI HIGHLINE,Volkswagen
2011,80000,Diesel,Manual,First,13.93,138.03,4.5,SAFARI DICOR 2.2 LX 4X2,Tata
2018,2971,Petrol,Automatic,First,13.6,181.0,39.75,COOPER S CARBON EDITION,Mini
2015,21400,Petrol,Manual,First,15.6,70.0,4.0,FIGO PETROL TITANIUM,Ford
2015,77000,Diesel,Manual,First,26.0,98.6,6.98,CITY I DTEC V,Honda
2006,80000,Diesel,Manual,Second,12.6,112.0,1.75,TUCSON CRDI,Hyundai
2013,81755,Diesel,Manual,First,20.0,108.5,4.75,LAURA AMBIENTE 2.0 TDI CR MT,Skoda
2016,99593,Diesel,Manual,First,11.5,171.0,23.5,FORTUNER 3.0 DIESEL,Toyota
2014,39791,Diesel,Manual,First,22.32,126.32,7.49,VERNA 1.6 SX,Hyundai
2015,113000,Diesel,Manual,First,15.1,140.0,10.85,XUV500 W6 2WD,Mahindra
2017,24000,Petrol,Manual,First,25.17,53.3,3.5,KWID RXT,Renault
2015,39000,Petrol,Manual,Second,18.6,81.83,6.3,I20 ASTA 1.2,Hyundai
2012,37000,Petrol,Automatic,First,15.6,116.3,6.75,CITY V AT,Honda
2017,61108,Diesel,Automatic,First,10.91,197.0,28.88,ENDEAVOUR 3.2 TITANIUM AT 4X4,Ford
2016,61648,Petrol,Automatic,First,13.7,157.75,14.23,SUPERB ELEGANCE 1.8 TSI AT,Skoda
2012,37000,Diesel,Automatic,Third,22.69,190.0,15.0,3 SERIES 320D SPORT,BMW
2013,53000,CNG,Manual,First,22.8,80.9,5.8,ERTIGA VXI CNG,Maruti
2013,65000,Diesel,Manual,First,23.2,73.94,3.75,RITZ LDI,Maruti
2005,120000,Petrol,Manual,First,18.15,97.7,1.15,SANTRO XING XP,Hyundai
2011,53000,Diesel,Manual,Second,11.5,171.0,12.75,FORTUNER 3.0 DIESEL,Toyota
2009,53001,Petrol,Manual,First,16.1,88.2,1.95,SWIFT LXI BSIII,Maruti
2018,22345,Petrol,Manual,First,20.3,84.0,4.95,TIGOR 1.2 REVOTRON XT,Tata
2015,50000,Petrol,Automatic,First,18.0,117.3,8.25,CITY I VTEC CVT VX,Honda
2013,48183,Diesel,Automatic,First,13.2,170.0,20.99,3 SERIES 320D,BMW
2010,93000,Diesel,Automatic,Second,14.21,203.0,17.5,E-CLASS 2009-2013 E250 CDI BLUE EFFICIENCY,Mercedes-Benz
2015,53500,Diesel,Manual,First,28.4,74.0,5.36,SWIFT VDI,Maruti
2014,17585,Petrol,Manual,First,16.02,93.7,6.35,ERTIGA VXI,Maruti
2011,36226,Petrol,Manual,First,17.01,121.3,2.95,VERNA 1.6 VTVT,Hyundai
2019,25899,Diesel,Automatic,First,12.63,147.5,55.7,ROVER DISCOVERY SPORT TD4 HSE,Land
2009,60170,Petrol,Manual,First,18.15,62.0,1.15,SANTRO XING GL,Hyundai
2017,11200,Diesel,Automatic,First,19.27,167.62,37.5,NEW C-CLASS C 220 CDI STYLE,Mercedes-Benz
2017,49045,Petrol,Manual,First,20.36,78.9,4.07,I10 MAGNA 1.2,Hyundai
2012,45000,Diesel,Manual,First,22.07,73.9,2.99,POLO DIESEL COMFORTLINE 1.2L,Volkswagen
2017,40000,Diesel,Manual,First,24.3,88.5,7.9,VITARA BREZZA VDI OPTION,Maruti
2016,36600,Diesel,Manual,First,19.87,83.8,7.49,DUSTER 85PS DIESEL RXL,Renault
2009,117000,Diesel,Manual,First,18.0,75.0,1.1,INDICA VISTA AQUA 1.3 QUADRAJET,Tata
2016,16000,Diesel,Automatic,First,11.3,97.7,56.0,GL-CLASS 350 CDI BLUE EFFICIENCY,Mercedes-Benz
2016,50000,Diesel,Manual,First,25.4,73.97,3.5,XCENT 1.2 CRDI S,Hyundai
2008,53000,Diesel,Manual,First,18.1,110.0,3.0,VERNA CRDI SX ABS,Hyundai
2014,11000,Petrol,Manual,First,17.01,121.3,6.1,VERNA 1.6 SX VTVT,Hyundai
2010,102016,Petrol,Manual,First,15.6,70.0,2.25,FIGO PETROL ZXI,Ford
2016,38000,Diesel,Manual,First,25.2,74.0,5.95,SWIFT VDI OPTIONAL,Maruti
2013,71491,Diesel,Manual,First,23.08,63.12,4.95,PULSE RXL,Renault
2015,46354,Petrol,Manual,Second,16.47,74.0,5.49,POLO 1.2 MPI HIGHLINE,Volkswagen
2019,87000,Diesel,Automatic,First,22.69,190.0,6.67,3 SERIES 320D LUXURY LINE,BMW
2015,20765,Petrol,Manual,First,15.0,103.52,6.25,RAPID 1.6 MPI ACTIVE,Skoda
2005,58000,Petrol,Manual,Second,18.15,97.7,1.51,SANTRO GS,Hyundai
2014,51076,Diesel,Automatic,First,12.07,97.7,34.88,Q7 3.0 TDI QUATTRO PREMIUM PLUS,Audi
2016,84085,Diesel,Manual,First,26.21,88.5,6.9,CIAZ VDI PLUS,Maruti
2014,55000,Diesel,Manual,First,25.1,98.6,5.99,CITY I DTEC VX,Honda
2010,73000,Petrol,Automatic,First,10.93,97.7,10.4,E-CLASS 2009-2013 E350 PETROL,Mercedes-Benz
2012,50001,Diesel,Automatic,First,14.57,97.7,29.0,A6 2011-2015 3.0 TDI QUATTRO PREMIUM PLUS,Audi
2016,93166,Diesel,Manual,Second,14.02,118.3,5.85,XYLO H4,Mahindra
2006,99583,Petrol,Automatic,Third,12.0,100.0,2.21,CITY 1.5 EXI AT,Honda
2010,72000,Petrol,Manual,First,15.5,103.3,2.4,SX4 ZXI MT BSIV,Maruti
2009,70000,Petrol,Manual,Third,14.53,138.1,3.0,COROLLA ALTIS G,Toyota
2012,61000,Petrol,Automatic,Second,14.4,103.6,3.75,VENTO PETROL HIGHLINE AT,Volkswagen
2015,66510,Petrol,Manual,First,21.1,55.2,2.95,EON ERA PLUS,Hyundai
2011,84062,Diesel,Manual,First,20.0,108.5,5.8,LAURA AMBITION 2.0 TDI CR MT,Skoda
2012,80799,Diesel,Manual,First,22.9,74.0,4.9,SWIFT VDI,Maruti
2018,5000,Petrol,Automatic,First,14.28,138.03,16.95,COROLLA ALTIS 1.8 VL CVT,Toyota
2013,92000,Diesel,Manual,First,12.99,100.0,12.5,INNOVA 2.5 G (DIESEL) 8 SEATER,Toyota
2017,53000,Diesel,Manual,First,27.28,69.0,5.0,TIAGO WIZZ 1.05 REVOTORQ,Tata
2015,39822,Petrol,Manual,First,15.41,103.52,4.68,RAPID 1.6 MPI AMBITION,Skoda
2016,29000,Diesel,Automatic,First,10.91,197.0,29.8,ENDEAVOUR 3.2 TITANIUM AT 4X4,Ford
2017,24214,Petrol,Manual,Second,25.17,53.3,3.46,KWID RXL,Renault
2012,75000,Diesel,Manual,First,23.0,90.0,4.0,I20 1.4 ASTA CRDI WITH AVN,Hyundai
2012,77216,Diesel,Manual,Second,17.5,106.0,4.5,LAURA AMBIENTE,Skoda
2013,74290,Diesel,Manual,First,21.43,87.2,5.87,COROLLA ALTIS DIESEL D4DG,Toyota
2015,61000,Diesel,Manual,First,15.4,120.0,9.5,SCORPIO S8 8 SEATER,Mahindra
2013,44000,Diesel,Automatic,First,14.16,174.3,32.5,Q5 2.0 TDI PREMIUM PLUS,Audi
2014,74041,Diesel,Manual,First,18.2,73.8,3.88,ENJOY TCDI LS 8 SEATER,Chevrolet
2013,85846,Diesel,Automatic,First,22.69,190.0,13.08,3 SERIES 320D,BMW
2012,52000,Diesel,Manual,First,21.64,84.8,3.5,SUNNY 2011-2014 DIESEL XV,Nissan
2010,47000,Petrol,Manual,Second,12.8,177.6,3.5,ACCORD 2.4 MT,Honda
2010,72010,Diesel,Manual,First,16.8,110.0,4.45,VERNA CRDI,Hyundai
2015,15000,Petrol,Manual,First,16.8,34.2,2.35,OMNI E MPI STD BS IV,Maruti
2015,53000,Petrol,Manual,First,17.4,117.3,5.0,CITY I VTEC SV,Honda
2012,24720,Diesel,Automatic,Second,18.15,97.7,28.0,A7 2011-2015 SPORTBACK,Audi
2007,75000,Petrol,Manual,Second,16.6,68.0,2.0,FIESTA 1.4 ZXI LEATHER,Ford
2015,57000,Diesel,Manual,First,22.54,88.73,6.35,I20 1.4 ASTA,Hyundai
2015,41057,Diesel,Automatic,First,13.0,201.1,24.63,E-CLASS E250 CDI AVANTGRADE,Mercedes-Benz
2012,92000,CNG,Manual,Second,26.2,58.2,3.0,WAGON R LXI CNG,Maruti
2016,20000,Diesel,Manual,First,22.77,98.59,7.9,ECOSPORT 1.5 TDCI TREND PLUS,Ford
2011,52359,Petrol,Manual,First,18.5,80.0,3.25,I20 1.2 MAGNA,Hyundai
2016,17000,Petrol,Manual,Second,17.8,117.3,8.25,CITY I VTEC V,Honda
2011,39002,Diesel,Manual,First,23.08,63.1,2.85,MICRA DIESEL XV,Nissan
2010,129986,Diesel,Manual,Second,20.0,68.0,3.2,FIGO DIESEL EXI,Ford
2013,45000,Petrol,Manual,First,18.44,75.0,1.75,MICRA XL,Nissan
2013,41300,Diesel,Manual,First,17.8,97.7,3.38,SWIFT VDI BSIV,Maruti
2009,82002,Petrol,Manual,Second,12.8,177.6,5.75,ACCORD 2.4 MT,Honda
2010,67000,Petrol,Automatic,First,13.7,157.75,4.7,SUPERB ELEGANCE 1.8 TSI AT,Skoda
2017,21260,Petrol,Manual,First,14.0,35.0,2.9,OMNI 8 SEATER BSIV,Maruti
2012,55362,Diesel,Manual,First,21.9,88.8,4.25,I20 MAGNA OPTIONAL 1.4 CRDI,Hyundai
2017,13000,Diesel,Automatic,First,17.01,126.2,14.5,CRETA 1.6 CRDI AT SX PLUS,Hyundai
2016,45725,Diesel,Manual,First,25.2,74.0,5.34,SWIFT VDI BSIV,Maruti
2014,105000,Diesel,Manual,First,25.2,74.0,3.85,SWIFT LDI BSIV,Maruti
2009,53000,Diesel,Manual,First,12.8,102.0,8.5,INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,Toyota
2016,53000,Diesel,Manual,First,24.4,71.0,4.2,XCENT 1.1 CRDI BASE,Hyundai
2016,67000,Diesel,Manual,First,20.77,88.7,6.75,ERTIGA PASEO VDI,Maruti
2016,90000,Diesel,Automatic,First,10.91,197.2,26.0,ENDEAVOUR 3.2 TREND AT 4X4,Ford
2019,32251,Diesel,Manual,First,22.54,88.73,8.61,I20 1.4 SPORTZ,Hyundai
2009,47000,Petrol,Manual,First,19.0,67.1,1.46,ZEN ESTILO LXI BS IV,Maruti
2011,75308,Diesel,Manual,Second,21.1,73.9,2.8,RITZ VDI,Maruti
2018,44202,CNG,Manual,First,18.15,58.2,4.0,ALTO K10 LXI CNG OPTIONAL,Maruti
2014,58000,Petrol,Manual,First,17.0,118.0,5.47,CITY 1.5 S MT,Honda
