Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Kochi,2015,53500,Diesel,Manual,First,28.0,74.0,MARUTI,SWIFT VDI
Delhi,2014,17585,Petrol,Manual,First,16.0,93.0,MARUTI,ERTIGA VXI
Kolkata,2011,36226,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 VTVT
Coimbatore,2019,25899,Diesel,Automatic,First,12.0,147.0,LAND,ROVER DISCOVERY SPORT TD4 HSE
Kolkata,2009,60170,Petrol,Manual,First,0.0,62.0,HYUNDAI,SANTRO XING GL
Hyderabad,2017,11200,Diesel,Automatic,First,19.0,167.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI STYLE
Kochi,2017,49045,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA 1.2
Kolkata,2012,45000,Diesel,Manual,First,22.0,73.0,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
Delhi,2017,40000,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA VDI OPTION
Mumbai,2016,36600,Diesel,Manual,First,19.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL
Jaipur,2009,117000,Diesel,Manual,First,18.0,75.0,TATA,INDICA VISTA AQUA 1.3 QUADRAJET
Delhi,2016,16000,Diesel,Automatic,First,11.0,254.0,MERCEDES-BENZ,GL-CLASS 350 CDI BLUE EFFICIENCY
Mumbai,2016,50000,Diesel,Manual,First,25.0,73.0,HYUNDAI,XCENT 1.2 CRDI S
Hyderabad,2008,150000,Diesel,Manual,First,18.0,110.0,HYUNDAI,VERNA CRDI SX ABS
Mumbai,2014,11000,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT
Bangalore,2010,102016,Petrol,Manual,First,15.0,70.0,FORD,FIGO PETROL ZXI
Chennai,2016,38000,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI OPTIONAL
Hyderabad,2013,71491,Diesel,Manual,First,23.0,63.0,RENAULT,PULSE RXL
Bangalore,2015,46354,Petrol,Manual,Second,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
Delhi,2019,87000,Diesel,Automatic,First,22.0,190.0,BMW,3 SERIES 320D LUXURY LINE
Ahmedabad,2015,20765,Petrol,Manual,First,15.0,103.0,SKODA,RAPID 1.6 MPI ACTIVE
Ahmedabad,2005,58000,Petrol,Manual,Second,0.0,97.0,HYUNDAI,SANTRO GS
Coimbatore,2014,51076,Diesel,Automatic,First,12.0,241.0,AUDI,Q7 3.0 TDI QUATTRO PREMIUM PLUS
Jaipur,2016,84085,Diesel,Manual,First,26.0,88.0,MARUTI,CIAZ VDI PLUS
Kolkata,2014,55000,Diesel,Manual,First,25.0,98.0,HONDA,CITY I DTEC VX
Mumbai,2010,73000,Petrol,Automatic,First,10.0,272.0,MERCEDES-BENZ,E-CLASS 2009-2013 E350 PETROL
Pune,2012,50001,Diesel,Automatic,First,14.0,241.0,AUDI,A6 2011-2015 3.0 TDI QUATTRO PREMIUM PLUS
Coimbatore,2016,93166,Diesel,Manual,Second,14.0,118.0,MAHINDRA,XYLO H4
Kochi,2006,99583,Petrol,Automatic,Third,12.0,100.0,HONDA,CITY 1.5 EXI AT
Mumbai,2010,72000,Petrol,Manual,First,15.0,103.0,MARUTI,SX4 ZXI MT BSIV
Pune,2009,70000,Petrol,Manual,Third,14.0,138.0,TOYOTA,COROLLA ALTIS G
Pune,2012,61000,Petrol,Automatic,Second,14.0,103.0,VOLKSWAGEN,VENTO PETROL HIGHLINE AT
Pune,2015,66510,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON ERA PLUS
Hyderabad,2011,84062,Diesel,Manual,First,20.0,108.0,SKODA,LAURA AMBITION 2.0 TDI CR MT
Hyderabad,2012,80799,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kolkata,2018,5000,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS 1.8 VL CVT
Hyderabad,2013,92000,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER
Hyderabad,2017,53000,Diesel,Manual,First,27.0,69.0,TATA,TIAGO WIZZ 1.05 REVOTORQ
Mumbai,2015,39822,Petrol,Manual,First,15.0,103.0,SKODA,RAPID 1.6 MPI AMBITION
Mumbai,2016,29000,Diesel,Automatic,First,10.0,197.0,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
Kochi,2017,24214,Petrol,Manual,Second,25.0,53.0,RENAULT,KWID RXL
Pune,2012,75000,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 1.4 ASTA CRDI WITH AVN
Chennai,2012,77216,Diesel,Manual,Second,17.0,106.0,SKODA,LAURA AMBIENTE
Kochi,2013,74290,Diesel,Manual,First,21.0,87.0,TOYOTA,COROLLA ALTIS DIESEL D4DG
Delhi,2015,61000,Diesel,Manual,First,15.0,120.0,MAHINDRA,SCORPIO S8 8 SEATER
Chennai,2013,44000,Diesel,Automatic,First,14.0,174.0,AUDI,Q5 2.0 TDI PREMIUM PLUS
Coimbatore,2014,74041,Diesel,Manual,First,18.0,73.0,CHEVROLET,ENJOY TCDI LS 8 SEATER
Coimbatore,2013,85846,Diesel,Automatic,First,22.0,190.0,BMW,3 SERIES 320D
Delhi,2012,52000,Diesel,Manual,First,21.0,84.0,NISSAN,SUNNY 2011-2014 DIESEL XV
Mumbai,2010,47000,Petrol,Manual,Second,12.0,177.0,HONDA,ACCORD 2.4 MT
Bangalore,2010,72010,Diesel,Manual,First,16.0,110.0,HYUNDAI,VERNA CRDI
Jaipur,2015,15000,Petrol,Manual,First,16.0,34.0,MARUTI,OMNI E MPI STD BS IV
Kolkata,2015,480000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC SV
Kolkata,2012,24720,Diesel,Automatic,Second,0.0,241.0,AUDI,A7 2011-2015 SPORTBACK
Chennai,2007,75000,Petrol,Manual,Second,16.0,68.0,FORD,FIESTA 1.4 ZXI LEATHER
Mumbai,2015,57000,Diesel,Manual,First,22.0,88.0,HYUNDAI,I20 1.4 ASTA
Kochi,2015,41057,Diesel,Automatic,First,13.0,201.0,MERCEDES-BENZ,E-CLASS E250 CDI AVANTGRADE
Pune,2012,92000,CNG,Manual,Second,26.0,58.0,MARUTI,WAGON R LXI CNG
Chennai,2016,20000,Diesel,Manual,First,22.0,98.0,FORD,ECOSPORT 1.5 TDCI TREND PLUS
Mumbai,2011,52359,Petrol,Manual,First,18.0,80.0,HYUNDAI,I20 1.2 MAGNA
Delhi,2016,17000,Petrol,Manual,Second,17.0,117.0,HONDA,CITY I VTEC V
Kolkata,2011,39002,Diesel,Manual,First,23.0,63.0,NISSAN,MICRA DIESEL XV
Pune,2010,129986,Diesel,Manual,Second,20.0,68.0,FORD,FIGO DIESEL EXI
Kolkata,2013,45000,Petrol,Manual,First,18.0,75.0,NISSAN,MICRA XL
Kolkata,2013,41300,Diesel,Manual,First,17.0,97.0,MARUTI,SWIFT VDI BSIV
Ahmedabad,2009,82002,Petrol,Manual,Second,12.0,177.0,HONDA,ACCORD 2.4 MT
Mumbai,2010,67000,Petrol,Automatic,First,13.0,157.0,SKODA,SUPERB ELEGANCE 1.8 TSI AT
Hyderabad,2017,21260,Petrol,Manual,First,14.0,35.0,MARUTI,OMNI 8 SEATER BSIV
Ahmedabad,2012,55362,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 MAGNA OPTIONAL 1.4 CRDI
Chennai,2017,13000,Diesel,Automatic,First,17.0,126.0,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
Kochi,2016,45725,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI BSIV
Jaipur,2014,105000,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT LDI BSIV
Hyderabad,2009,156056,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER BS IV
Mumbai,2016,135000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Delhi,2016,67000,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA PASEO VDI
Jaipur,2016,90000,Diesel,Automatic,First,10.0,197.0,FORD,ENDEAVOUR 3.2 TREND AT 4X4
Coimbatore,2019,32251,Diesel,Manual,First,22.0,88.0,HYUNDAI,I20 1.4 SPORTZ
Mumbai,2009,47000,Petrol,Manual,First,19.0,67.0,MARUTI,ZEN ESTILO LXI BS IV
Mumbai,2011,75308,Diesel,Manual,Second,21.0,73.0,MARUTI,RITZ VDI
Kochi,2018,44202,CNG,Manual,First,32.0,58.0,MARUTI,ALTO K10 LXI CNG OPTIONAL
Mumbai,2014,58000,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Mumbai,2009,60000,Petrol,Manual,First,17.0,85.0,MARUTI,SWIFT DZIRE ZXI
Hyderabad,2014,45000,Diesel,Automatic,First,17.0,184.0,BMW,X1 SDRIVE 20D SPORTLINE
Mumbai,2010,41195,Petrol,Manual,First,15.0,90.0,TATA,MANZA AQUA SAFIRE
Chennai,2016,89000,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W10 2WD
Bangalore,2009,60510,Petrol,Automatic,Second,16.0,78.0,HYUNDAI,I10 SPORTZ AT
Mumbai,2016,8500,Petrol,Manual,First,21.0,83.0,MARUTI,BALENO SIGMA 1.2
Kochi,2017,35981,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS DUAL TONE
Mumbai,2012,23152,Petrol,Manual,First,15.0,70.0,FORD,FIGO PETROL ZXI
Delhi,2014,74663,CNG,Manual,First,33.0,67.0,MARUTI,WAGON R CNG LXI
Mumbai,2014,61529,Petrol,Automatic,First,18.0,103.0,VOLKSWAGEN,VENTO SPORT 1.2 TSI AT
Ahmedabad,2010,91596,Diesel,Manual,First,14.0,93.0,MAHINDRA,XYLO D2 BS III
Kochi,2019,14298,Petrol,Automatic,First,13.0,340.0,PORSCHE,CAYENNE BASE
Hyderabad,2013,83327,Diesel,Manual,First,19.0,73.0,MARUTI,SWIFT DZIRE VDI
Hyderabad,2017,22857,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE PLUS
Chennai,2013,34620,Petrol,Manual,Second,17.0,121.0,HYUNDAI,VERNA 1.6 VTVT
Bangalore,2010,56000,Petrol,Manual,First,19.0,68.0,HYUNDAI,I10 ERA 1.1
Chennai,2014,81000,Diesel,Automatic,First,13.0,204.0,MERCEDES-BENZ,E-CLASS E250 CDI LAUNCH EDITION
Jaipur,1998,95150,Petrol,Manual,Third,17.0,60.0,MARUTI,ZEN LXI
Coimbatore,2013,32776,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Coimbatore,2016,51587,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Jaipur,2016,36000,Diesel,Manual,First,14.0,148.0,TATA,SAFARI STORME VX
Mumbai,2015,22000,Petrol,Manual,First,18.0,86.0,HONDA,BRIO 1.2 S MT
Kochi,2010,30754,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 ASTA
Coimbatore,2018,37109,Petrol,Manual,First,14.0,120.0,VOLKSWAGEN,JETTA 2012-2014 1.4 TSI
Kolkata,2010,45000,Petrol,Manual,First,16.0,88.0,HONDA,JAZZ SELECT EDITION
Coimbatore,2017,33284,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Coimbatore,2016,55115,Diesel,Automatic,First,14.0,270.0,JAGUAR,XF DIESEL
Kolkata,2014,18000,Diesel,Automatic,First,16.0,187.0,JAGUAR,XF 2.2 LITRE LUXURY
Coimbatore,2013,130790,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Delhi,2015,16607,Diesel,Manual,First,22.0,118.0,MARUTI,S CROSS DDIS 320 ALPHA
Coimbatore,2015,32205,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Delhi,2013,67000,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ
Coimbatore,2014,57676,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE VXI
Mumbai,2012,41000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Jaipur,2012,65000,Petrol,Manual,First,19.0,35.0,MARUTI,OMNI 8 SEATER BSII
Coimbatore,2019,12153,Petrol,Automatic,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA MAGNA AT
Hyderabad,2014,16810,Petrol,Manual,First,25.0,37.0,TATA,NANO TWIST XT
Kochi,2017,61221,Petrol,Automatic,First,17.0,147.0,AUDI,A4 30 TFSI PREMIUM PLUS
Mumbai,2015,22000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
Chennai,2015,63714,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Kochi,2019,14857,Diesel,Automatic,First,20.0,113.0,MINI,COOPER 5 DOOR D
Delhi,2012,69000,Diesel,Automatic,Second,15.0,140.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC
Coimbatore,2019,14648,Diesel,Manual,First,12.0,158.0,FORD,ENDEAVOUR TITANIUM 4X2
Hyderabad,2013,100000,Petrol,Manual,Second,15.0,110.0,FORD,ECOSPORT 1.5 TI VCT MT TITANIUM
Jaipur,2016,22000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA
Mumbai,2014,10000,Petrol,Manual,First,18.0,82.0,CHEVROLET,SAIL 1.2 LS
Kolkata,2015,107000,Petrol,Manual,First,20.0,83.0,MARUTI,SWIFT DZIRE LXI
Kochi,2017,48198,Petrol,Manual,First,17.0,88.0,TATA,ZEST REVOTRON 1.2T XM
Delhi,2015,15000,Diesel,Automatic,First,19.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
Coimbatore,2014,80073,Diesel,Manual,First,17.0,163.0,CHEVROLET,CRUZE LTZ
Hyderabad,2013,85388,Diesel,Manual,First,21.0,73.0,MARUTI,RITZ VDI
Jaipur,2017,14700,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ OPTION
Pune,2012,150000,Diesel,Manual,Third,28.0,73.0,MARUTI,DZIRE LDI
Kolkata,2011,34994,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Coimbatore,2014,82536,Diesel,Automatic,First,14.0,270.0,JAGUAR,XF DIESEL
Delhi,2013,82000,Petrol,Automatic,First,13.0,157.0,SKODA,SUPERB ELEGANCE 1.8 TSI AT
Pune,2006,52000,Petrol,Manual,Second,18.0,67.0,MARUTI,WAGON R LXI
Mumbai,2011,20000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
Hyderabad,2011,55000,Petrol,Manual,First,14.0,130.0,HONDA,CIVIC 2010-2013 1.8 S MT
Ahmedabad,2015,47001,CNG,Manual,First,20.0,63.0,MARUTI,EECO CNG 5 SEATER AC
Chennai,2014,52000,Petrol,Manual,First,22.0,67.0,MARUTI,WAGON R VXI
Kolkata,2013,43284,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE VDI
Coimbatore,2018,23875,Petrol,Automatic,First,13.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
Bangalore,2016,51866,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 ASTA
Mumbai,2013,69000,Diesel,Manual,First,23.0,63.0,NISSAN,MICRA DIESEL XV PREMIUM
Coimbatore,2017,62788,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA ASTA
Chennai,2013,150000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Kochi,2015,47566,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
Chennai,2002,67000,Petrol,Manual,Third,0.0,97.0,HYUNDAI,SANTRO GS ZIPDRIVE - EURO II
Pune,2018,20300,Diesel,Automatic,First,11.0,171.0,TOYOTA,INNOVA CRYSTA 2.8 GX AT
Pune,2015,48300,Diesel,Automatic,First,20.0,107.0,MERCEDES-BENZ,A CLASS A180 CDI
Pune,2013,30000,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE
Bangalore,2012,36000,Diesel,Manual,Second,22.0,126.0,HYUNDAI,ELANTRA CRDI SX
Kochi,2015,27641,Diesel,Automatic,Second,20.0,113.0,MINI,COOPER 3 DOOR D
Bangalore,2015,60000,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ OPTION
Chennai,2019,9000,Diesel,Automatic,First,10.0,197.0,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
Delhi,2014,60750,Petrol,Manual,First,14.0,138.0,TOYOTA,COROLLA ALTIS GL MT
Delhi,2018,9000,Diesel,Manual,First,14.0,155.0,MAHINDRA,XUV500 W7
Kolkata,2012,41100,Diesel,Automatic,First,16.0,261.0,BMW,7 SERIES 730LD DESIGN PURE EXCELLENCE CBU
Ahmedabad,2004,60000,Petrol,Manual,Second,17.0,64.0,MARUTI,WAGON R LX BSIII
Kochi,2017,38424,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC SV
Delhi,2014,50000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Mumbai,2015,19000,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I-VTEC CVT VX
Kochi,2015,58734,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA VDI
Coimbatore,2016,65257,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ
Jaipur,2010,130000,Diesel,Manual,Second,19.0,73.0,MARUTI,SWIFT DZIRE VDI
Hyderabad,2011,79000,Diesel,Manual,First,23.0,73.0,MARUTI,RITZ VDI
Chennai,2013,78000,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 4WD
Kochi,2015,49133,Petrol,Manual,First,19.0,86.0,HONDA,BRIO S MT
Coimbatore,2016,22769,Diesel,Automatic,First,0.0,165.0,MERCEDES-BENZ,M-CLASS ML 350 4MATIC
Coimbatore,2014,54448,Diesel,Manual,First,21.0,88.0,TATA,MANZA CLUB CLASS QUADRAJET90 LS
Hyderabad,2014,158793,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
Delhi,2015,62088,Petrol,Manual,First,18.0,85.0,MARUTI,SWIFT VXI
Kolkata,2012,14800,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 EX VTVT
Kolkata,2015,26000,Petrol,Manual,First,17.0,117.0,HONDA,MOBILIO S I VTEC
Mumbai,2017,32005,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE S I-VTECH
Jaipur,2017,35000,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I-VTEC CVT VX
Pune,2015,52000,Diesel,Automatic,First,12.0,187.0,LAND,ROVER RANGE ROVER 2.2L DYNAMIC
Mumbai,2017,11000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I-VTEC V
Jaipur,2008,62000,Petrol,Automatic,First,9.0,231.0,MERCEDES-BENZ,E-CLASS 280 ELEGANCE
Chennai,2002,65134,Petrol,Manual,Third,13.0,70.0,FORD,IKON 1.3 FLAIR
Delhi,2013,71000,Diesel,Manual,First,13.0,168.0,TOYOTA,FORTUNER 4X2 MANUAL
Hyderabad,2008,51366,Petrol,Manual,First,19.0,66.0,MARUTI,A-STAR VXI
Kolkata,2016,46300,Diesel,Manual,First,14.0,83.0,TATA,SUMO EX
Coimbatore,2012,60908,Petrol,Automatic,Second,15.0,116.0,HONDA,CITY V AT
Chennai,2012,93450,Diesel,Manual,Second,23.0,63.0,NISSAN,MICRA XV D
Hyderabad,2011,104000,Diesel,Automatic,First,19.0,126.0,HYUNDAI,VERNA SX CRDI AT
Pune,2003,52000,Petrol,Manual,First,16.0,37.0,MARUTI,800 STD
Coimbatore,2015,42999,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 4WD
Delhi,2014,90000,Diesel,Manual,First,21.0,88.0,MARUTI,SX4 VDI
Bangalore,2013,72000,Petrol,Automatic,First,15.0,98.0,HYUNDAI,I20 SPORTZ AT 1.4
Coimbatore,2019,54321,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX
Kochi,2015,59630,Diesel,Automatic,First,13.0,201.0,MERCEDES-BENZ,E-CLASS E250 CDI AVANTGRADE
Hyderabad,2013,116000,Diesel,Automatic,Second,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,181.0,VOLVO,S60 D4 KINETIC
Delhi,2011,70000,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI AVANTGARDE
Chennai,2010,80000,Petrol,Manual,First,10.0,180.0,HONDA,ACCORD 2.4 ELEGANCE M/T
Pune,2015,110000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Ahmedabad,2013,56454,Diesel,Manual,First,28.0,73.0,MARUTI,DZIRE ZDI
Kolkata,2013,60000,Petrol,Manual,First,18.0,85.0,MARUTI,SWIFT LXI
Delhi,2013,56000,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS G HV AT
Bangalore,2012,63000,Diesel,Automatic,Second,11.0,335.0,LAND,ROVER RANGE ROVER VOGUE SE 4.4 SDV8
Chennai,2012,63000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kolkata,2017,15050,Diesel,Manual,First,16.0,170.0,JEEP,COMPASS 2.0 LIMITED OPTION 4X4
Mumbai,2016,29401,Petrol,Manual,First,20.0,81.0,MARUTI,SWIFT VXI BSIV
Kochi,2016,25238,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 SV I VTEC
Chennai,2011,79000,Diesel,Manual,First,23.0,97.0,TOYOTA,ETIOS GD
Kochi,2011,58752,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Delhi,2011,62000,Petrol,Automatic,First,12.0,130.0,HONDA,CIVIC 2006-2010 1.8 V AT
Bangalore,2013,132000,Petrol,Manual,First,16.0,88.0,TOYOTA,ETIOS G SP
Chennai,2016,51000,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT
Hyderabad,2009,185200,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 G4 DIESEL 8-SEATER
Coimbatore,2016,61717,Diesel,Manual,First,22.0,118.0,MARUTI,SX4 S CROSS DDIS 320 ZETA
Kolkata,2018,8896,Petrol,Manual,First,19.0,94.0,FORD,FREESTYLE TITANIUM PLUS PETROL
Delhi,2016,17000,Petrol,Manual,First,21.0,83.0,MARUTI,BALENO ALPHA 1.2
Mumbai,2016,31378,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ V
Pune,2013,114000,Diesel,Automatic,First,22.0,126.0,HYUNDAI,VERNA 1.6 CRDI EX AT
Ahmedabad,2014,81000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE VX I-DTEC
Mumbai,2017,31000,Diesel,Automatic,First,18.0,147.0,AUDI,Q3 30 TDI PREMIUM FWD
Mumbai,2014,35000,Petrol,Manual,First,15.0,103.0,SKODA,RAPID 2013-2016 1.6 MPI AMBITION
Kolkata,2013,60001,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Jaipur,2014,75074,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE VDI
Kolkata,2012,80000,Diesel,Manual,Second,22.0,74.0,TATA,INDICA VISTA QUADRAJET LS
Jaipur,2006,147350,Diesel,Manual,Second,12.0,100.0,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER
Hyderabad,2013,60000,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ PLUS
Kolkata,2015,7501,Petrol,Automatic,First,10.0,333.0,MERCEDES-BENZ,E-CLASS E400 CABRIOLET
Delhi,2015,58000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Coimbatore,2018,29277,Diesel,Automatic,First,11.0,254.0,MERCEDES-BENZ,GLE 350D
Kochi,2015,57034,Diesel,Manual,First,23.0,73.0,MARUTI,RITZ VDI
Kochi,2016,40810,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ ZDI PLUS SHVS
Bangalore,2008,35268,Petrol,Manual,Second,0.0,62.0,HYUNDAI,SANTRO XING GL
Mumbai,2008,81000,Diesel,Automatic,Second,18.0,97.0,BMW,5 SERIES 520D SEDAN
Coimbatore,2018,34630,Petrol,Automatic,First,21.0,83.0,MARUTI,BALENO DELTA CVT
Hyderabad,2012,45122,Diesel,Manual,First,23.0,88.0,FORD,FIESTA DIESEL TITANIUM PLUS
Chennai,2011,126000,Diesel,Manual,Third,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Jaipur,2009,63000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Kochi,2016,32298,Diesel,Automatic,First,20.0,113.0,MINI,COOPER 3 DOOR D
Kochi,2014,63288,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 4WD
Coimbatore,2012,43337,Petrol,Manual,First,17.0,62.0,HYUNDAI,SANTRO XING GLS
Kochi,2015,46561,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Delhi,2013,34000,Diesel,Automatic,Second,20.0,107.0,MERCEDES-BENZ,A CLASS A180 CDI
Hyderabad,2016,48000,Petrol,Manual,First,25.0,53.0,RENAULT,KWID RXT
Kochi,2013,56263,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Hyderabad,2005,84060,Petrol,Manual,Second,17.0,60.0,MARUTI,ZEN LXI
Mumbai,2016,9000,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA AT
Jaipur,2012,79000,Diesel,Manual,First,21.0,88.0,TATA,MANZA AURA QUADRAJET BS IV
Pune,2015,87900,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W10 AWD
Delhi,2010,72425,Petrol,Manual,Second,17.0,85.0,MARUTI,SWIFT DZIRE 1.2 VXI BSIV
Bangalore,2015,38000,Diesel,Automatic,First,15.0,174.0,AUDI,Q3 35 TDI QUATTRO PREMIUM PLUS
Hyderabad,2008,83000,Diesel,Manual,Second,17.0,97.0,FORD,FIESTA 1.4 SXI TDCI
Hyderabad,2010,107000,Diesel,Automatic,First,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
Delhi,2015,51000,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I VTEC CVT VX
Pune,2010,140000,Diesel,Manual,Third,12.0,102.0,TOYOTA,INNOVA 2.5 GX 7 STR
Pune,2011,48000,Petrol,Manual,Second,18.0,79.0,CHEVROLET,BEAT LT
Delhi,2013,62000,CNG,Manual,First,26.0,58.0,MARUTI,WAGON R LXI CNG
Mumbai,2015,31000,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 S I VTEC
Jaipur,2010,75055,Petrol,Manual,First,18.0,75.0,NISSAN,MICRA XL PRIMO
Coimbatore,2017,51210,Petrol,Automatic,First,19.0,91.0,MARUTI,CIAZ AT ZXI
Mumbai,2012,87000,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
