Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2013,92408,Petrol,Manual,First,18.5,82.85,3394.1349999999998,I20 SPORTZ 1.2,HYUNDAI
2014,45000,Petrol,Manual,First,17.1,121.3,6974.25,VERNA 1.6 SX VTVT (O),HYUNDAI
2013,33793,Petrol,Manual,First,18.4,86.8,3477.826,BRIO S OPTION MT,HONDA
2017,26327,Petrol,Manual,First,20.4,81.8,5449.214,SWIFT VXI OPTIONAL,MARUTI
2018,20604,Diesel,Automatic,First,19.27,167.62,36842.638,NEW C-CLASS C 220D AVANTGARDE EDITION C,MERCEDES-BENZ
2018,61386,Diesel,Manual,First,25.2,74.0,6555.795,SWIFT VDI OPTIONAL,MARUTI
2018,11500,Diesel,Automatic,First,28.4,74.0,6974.25,SWIFT AMT VDI,MARUTI
2012,58000,Diesel,Manual,First,25.44,57.6,1952.79,BEAT DIESEL LS,CHEVROLET
2014,38000,Petrol,Automatic,First,13.7,157.75,10786.84,SUPERB ELEGANCE 1.8 TSI AT,SKODA
2012,49000,Diesel,Automatic,Second,14.84,167.62,17900.575,NEW C-CLASS C 220 CDI BE AVANTGARE,MERCEDES-BENZ
2017,72202,Diesel,Manual,First,13.68,147.8,16663.808,INNOVA CRYSTA 2.4 VX MT 8S,TOYOTA
2016,7000,Petrol,Manual,First,20.36,78.9,3347.64,I10 SPORTZ,HYUNDAI
2014,20000,Diesel,Manual,Second,25.8,98.6,4184.55,AMAZE S I-DTEC,HONDA
2017,14061,Diesel,Manual,First,21.9,88.76,6881.26,I20 MAGNA 1.4 CRDI (DIESEL),HYUNDAI
2018,30706,Diesel,Automatic,First,11.57,254.79,55133.771,GLE 350D,MERCEDES-BENZ
2011,51387,Diesel,Manual,First,12.05,120.0,5114.45,SCORPIO 2009-2014 SLE 7S BSIV,MAHINDRA
2006,44000,Petrol,Manual,Second,15.3,83.0,1627.325,GETZ GLE,HYUNDAI
2016,12208,Petrol,Manual,First,21.4,83.1,6276.825,BALENO ALPHA,MARUTI
2011,55000,Diesel,Manual,First,16.52,123.7,3673.105,OPTRA MAGNUM 2.0 LT,CHEVROLET
2011,61600,Petrol,Manual,First,17.1,121.3,3905.58,VERNA 1.6 SX VTVT (O),HYUNDAI
2016,28414,Petrol,Manual,First,17.0,118.0,7811.16,CITY 1.5 V MT,HONDA
2017,27853,Petrol,Automatic,First,17.21,103.5,7671.675,POLO GT TSI,VOLKSWAGEN
2013,55116,Petrol,Manual,First,19.4,86.8,3077.969,BRIO E MT,HONDA
2017,26000,Diesel,Manual,First,26.59,74.0,6974.25,SWIFT DZIRE VDI,MARUTI
2012,45496,Petrol,Manual,First,17.0,118.0,4417.025,CITY 1.5 V MT EXCLUSIVE,HONDA
2013,76000,Diesel,Automatic,Second,11.18,184.0,8173.820999999999,SSANGYONG REXTON RX7,MAHINDRA
2014,136000,Petrol,Manual,First,13.1,157.75,8834.05,SUPERB ELEGANCE 1.8 TSI MT,SKODA
2009,100000,Petrol,Manual,First,0.0,97.7,1487.8400000000001,SANTRO GLS II - EURO II,HYUNDAI
2010,38127,Petrol,Manual,First,19.7,46.3,1441.345,ALTO LXI,MARUTI
2014,82450,Diesel,Manual,First,23.0,90.0,5439.915,I20 ASTA (O) 1.4 CRDI (DIESEL),HYUNDAI
2014,62497,Petrol,Manual,First,15.8,110.0,6992.847999999999,ECOSPORT 1.5 TI VCT MT TREND,FORD
2011,86732,Diesel,Manual,First,23.08,63.1,3347.64,MICRA DIESEL XV,NISSAN
2016,27969,Petrol,Manual,First,19.4,86.8,4398.427000000001,BRIO E MT,HONDA
2013,66372,Diesel,Automatic,First,11.18,184.0,9763.949999999999,SSANGYONG REXTON RX7,MAHINDRA
2013,73525,Diesel,Automatic,First,16.46,258.0,32118.746,7 SERIES 730LD SEDAN,BMW
2018,20689,Petrol,Manual,First,18.9,81.86,5644.493,GRAND I10 1.2 KAPPA SPORTZ,HYUNDAI
2018,25093,Petrol,Manual,First,21.4,83.1,7216.023999999999,BALENO DELTA 1.2,MARUTI
2016,49176,Diesel,Manual,First,11.68,112.0,6937.054,XYLO E8 ABS BS IV,MAHINDRA
2012,87510,Diesel,Manual,First,21.8,78.0,3245.351,FLUENCE DIESEL E4,RENAULT
2012,38214,Petrol,Manual,Second,18.5,80.0,3766.095,I20 1.2 MAGNA,HYUNDAI
2013,48986,Diesel,Manual,First,10.5,107.2,11047.212000000001,PAJERO 2.8 SFX,MITSUBISHI
2011,88000,Petrol,Automatic,First,14.53,138.1,5997.8550000000005,COROLLA ALTIS 2008-2013 1.8 VL AT,TOYOTA
2015,69002,Diesel,Automatic,First,15.97,258.0,46495.0,X5 X5 M,BMW
2011,43706,Petrol,Automatic,First,10.9,215.0,8369.1,3 SERIES 2005-2011 325I SEDAN,BMW
2016,58671,Diesel,Automatic,First,17.01,126.2,13251.074999999999,CRETA 1.6 CRDI AT SX PLUS,HYUNDAI
2017,49404,Diesel,Manual,First,18.49,100.0,6844.064,TUV 300 2015-2019 T8,MAHINDRA
2010,72000,Diesel,Manual,First,12.05,120.0,4091.5600000000004,SCORPIO VLX 2.2 MHAWK BSIII,MAHINDRA
2016,24000,Petrol,Manual,First,25.17,53.3,2882.69,KWID RXT,RENAULT
2017,53285,Petrol,Automatic,First,22.5,67.0,3979.972,KWID 1.0 RXT OPTIONAL AMT,RENAULT
2017,12000,Petrol,Manual,First,16.1,85.0,5114.45,SWIFT VXI BSIV,MARUTI
2012,45000,Diesel,Automatic,First,17.0,105.0,6500.001,LAURA 1.9 TDI AT AMBIENTE,SKODA
2018,26234,Petrol,Manual,First,24.7,47.3,3989.2709999999997,ALTO 800 2016-2019 VXI,MARUTI
2014,55000,Petrol,Manual,First,18.6,85.8,3905.58,SWIFT VXI,MARUTI
2012,90000,Diesel,Manual,First,23.0,90.0,3821.889,I20 1.4 CRDI SPORTZ,HYUNDAI
2015,48000,Diesel,Automatic,First,15.73,174.33,17435.625,Q3 2012-2015 35 TDI QUATTRO PREMIUM,AUDI
2017,19863,Diesel,Automatic,First,11.57,254.79,60397.005000000005,GLE 350D,MERCEDES-BENZ
2010,55000,Petrol,Manual,Second,19.81,68.05,1478.541,I10 ERA,HYUNDAI
2016,4800,Petrol,Manual,First,20.51,67.04,3347.64,WAGON R LXI OPTIONAL,MARUTI
2017,38607,Petrol,Manual,Second,17.8,117.3,7318.313,CITY I VTEC V,HONDA
2018,3958,Petrol,Manual,First,18.9,81.86,5160.945,GRAND I10 1.2 KAPPA SPORTZ,HYUNDAI
2014,74000,Diesel,Manual,Second,25.1,98.6,5951.360000000001,CITY I DTEC VX,HONDA
2009,54540,Petrol,Manual,Third,17.5,85.8,2464.2349999999997,SWIFT DZIRE VXI,MARUTI
2015,58400,Petrol,Manual,First,17.5,85.8,5114.45,SWIFT DZIRE ZXI,MARUTI
2013,73648,Diesel,Manual,First,15.1,140.0,6797.5689999999995,XUV500 W8 2WD,MAHINDRA
2016,83000,Diesel,Manual,First,28.09,88.5,6602.289999999999,CIAZ ZDI PLUS SHVS,MARUTI
2016,16159,Diesel,Manual,First,22.32,126.32,7281.117,VERNA 1.6 SX CRDI (O),HYUNDAI
2005,150000,Diesel,Manual,First,13.1,82.0,790.415,ACCENT CRDI,HYUNDAI
2014,22100,Petrol,Manual,First,19.4,86.8,3301.1449999999995,BRIO S MT,HONDA
2017,35043,Petrol,Manual,First,17.19,81.86,7615.880999999999,I20 ACTIVE 1.2 SX,HYUNDAI
2018,24000,Diesel,Automatic,First,18.88,184.0,26037.2,3 SERIES 320D SPORT LINE,BMW
2015,480000,Diesel,Automatic,First,16.96,138.03,12088.699999999999,JETTA 2013-2015 2.0L TDI HIGHLINE AT,VOLKSWAGEN
2011,70000,Petrol,Manual,Second,15.26,103.5,3059.371,POLO PETROL HIGHLINE 1.6L,VOLKSWAGEN
2015,13769,Petrol,Manual,Second,16.1,85.0,4100.859,SWIFT VXI BSIV,MARUTI
2013,58000,Diesel,Manual,First,19.01,108.45,4640.201,DUSTER 110PS DIESEL RXZ,RENAULT
2009,58000,Diesel,Automatic,First,18.56,190.0,16719.602,X3 XDRIVE 20D LUXURY LINE,BMW
2018,18705,Diesel,Manual,First,20.5,91.72,7169.5289999999995,AVVENTURA MULTIJET EMOTION,FIAT
2013,32378,Petrol,Manual,First,20.51,67.04,2603.72,WAGON R STINGRAY VXI,MARUTI
2013,45000,Diesel,Manual,First,22.1,76.9,2789.7,SAIL HATCHBACK LS ABS,CHEVROLET
2015,36836,Diesel,Manual,First,15.1,140.0,11614.451,XUV500 W8 2WD,MAHINDRA
2016,54199,Diesel,Manual,First,23.0,88.8,4649.5,ZEST QUADRAJET 1.3,TATA
2017,36935,Diesel,Automatic,First,18.56,190.0,30351.936,X3 XDRIVE20D XLINE,BMW
2015,23000,Diesel,Manual,First,25.2,74.0,6044.349999999999,SWIFT VDI BSIV,MARUTI
2015,14000,Diesel,Automatic,First,18.12,190.0,32546.5,5 SERIES 2013-2017 520D LUXURY LINE,BMW
2015,100073,Diesel,Manual,Second,25.0,69.01,1859.8,INDIGO CS EVX,TATA
2015,59182,Diesel,Manual,First,15.1,140.0,8796.854000000001,XUV500 W8 2WD,MAHINDRA
2016,72132,Diesel,Automatic,Second,12.07,241.4,36266.1,Q7 35 TDI QUATTRO PREMIUM PLUS,AUDI
2009,79000,Diesel,Automatic,First,18.48,177.0,13948.5,5 SERIES 2003-2012 520D,BMW
2013,66930,Petrol,Manual,First,17.1,121.3,5718.885,VERNA 1.6 SX VTVT (O),HYUNDAI
2015,100000,Diesel,Automatic,Second,13.01,194.3,13483.55,SANTA FE 4WD AT,HYUNDAI
2012,43000,Petrol,Manual,First,0.0,97.7,3022.1749999999997,SANTRO GLS II - EURO II,HYUNDAI
2018,27413,Petrol,Automatic,First,20.51,67.0,4816.882,WAGON R AMT VXI,MARUTI
2007,90000,Petrol,Manual,Second,17.3,64.0,1153.076,WAGON R LX BSIII,MARUTI
2013,40300,Petrol,Manual,First,18.5,82.85,2603.72,I20 SPORTZ 1.2,HYUNDAI
2011,73783,Petrol,Automatic,Second,13.7,157.75,4863.377,SUPERB ELEGANCE 1.8 TSI AT,SKODA
2005,86000,Petrol,Manual,Second,15.3,83.0,418.455,GETZ GLS,HYUNDAI
2014,65694,Petrol,Manual,First,18.9,67.1,3022.1749999999997,WAGON R LXI BS IV,MARUTI
2015,23000,Petrol,Manual,First,16.8,34.2,1394.85,OMNI MPI CARGO BSIV,MARUTI
2012,51000,Petrol,Manual,First,20.36,78.9,2650.215,I10 MAGNA 1.2,HYUNDAI
2018,18335,Petrol,Manual,First,21.7,67.0,4184.55,KWID 1.0 RXT OPTIONAL,RENAULT
2014,36000,Diesel,Automatic,First,15.0,107.3,15110.875,B CLASS 2012-2015 B200 SPORT CDI,MERCEDES-BENZ
2017,25000,Petrol,Automatic,First,17.21,103.5,7206.724999999999,POLO GT TSI,VOLKSWAGEN
2007,81000,Diesel,Manual,Third,12.05,120.0,4045.0649999999996,SCORPIO VLX 4WD,MAHINDRA
2019,21719,Diesel,Automatic,First,12.9,174.5,30807.587000000003,FORTUNER 2.8 2WD AT,TOYOTA
2013,75421,Diesel,Manual,First,25.44,56.3,3375.537,BEAT DIESEL LT,CHEVROLET
2010,80000,Diesel,Manual,First,12.8,102.0,4417.025,INNOVA 2.5 G4 DIESEL 8-SEATER,TOYOTA
2018,10671,Petrol,Manual,First,20.85,83.14,6053.648999999999,SWIFT DZIRE VXI,MARUTI
2018,4126,Petrol,Manual,First,21.7,67.0,4463.5199999999995,KWID CLIMBER 1.0 MT,RENAULT
2017,98500,Diesel,Manual,First,22.95,74.0,5579.4,BOLT QUADRAJET XM,TATA
2016,61578,Petrol,Manual,First,18.9,82.0,5951.360000000001,GRAND I10 ASTA,HYUNDAI
2014,54000,Diesel,Manual,First,20.34,103.2,4556.51,VENTO 1.5 TDI HIGHLINE,VOLKSWAGEN
2013,70998,Diesel,Automatic,First,17.68,174.33,19128.043,A6 2011-2015 2.0 TDI,AUDI
2015,40082,Diesel,Manual,First,19.3,73.9,4426.324,SWIFT DZIRE LDI BSIV,MARUTI
2012,50619,Petrol,Manual,First,18.0,62.0,1859.8,SPARK 1.0 LT,CHEVROLET
2009,103905,Diesel,Automatic,First,22.69,190.0,9224.608,3 SERIES 320D,BMW
2018,15334,Petrol,Manual,First,21.1,55.2,3431.3309999999997,EON ERA PLUS,HYUNDAI
2013,69000,Diesel,Manual,First,23.4,74.0,5346.925,SWIFT DZIRE VDI,MARUTI
2014,75160,Diesel,Manual,First,20.14,88.5,5300.43,CROSSPOLO 1.5 TDI,VOLKSWAGEN
2014,44753,Petrol,Manual,First,18.0,86.7,4593.706,AMAZE E I-VTECH,HONDA
2012,53024,Petrol,Automatic,First,14.4,103.6,3989.2709999999997,VENTO PETROL HIGHLINE AT,VOLKSWAGEN
2014,23840,Petrol,Manual,First,20.51,67.04,2789.7,WAGON R STINGRAY VXI,MARUTI
2014,81298,Diesel,Manual,First,20.14,88.8,6044.349999999999,POLO 1.5 TDI HIGHLINE,VOLKSWAGEN
2015,59000,Petrol,Manual,Second,16.47,73.9,4556.51,POLO PETROL COMFORTLINE 1.2L,VOLKSWAGEN
2016,51806,Diesel,Manual,First,25.8,98.6,5021.46,AMAZE SX I-DTEC,HONDA
2014,56000,Diesel,Automatic,First,18.53,187.74,22317.6,A6 35 TDI MATRIX,AUDI
2019,29279,Diesel,Manual,First,24.7,69.0,6937.054,TIGOR 1.05 REVOTORQ XZ OPTION,TATA
2017,33550,Diesel,Automatic,First,21.5,108.5,8927.039999999999,VENTO 1.5 TDI HIGHLINE AT,VOLKSWAGEN
2014,62000,Diesel,Automatic,First,18.53,187.74,23247.5,A6 35 TDI MATRIX,AUDI
2014,66000,Diesel,Manual,First,19.01,108.5,6323.32,TERRANO XL 110 PS,NISSAN
2016,46630,Diesel,Automatic,First,21.66,103.52,7987.840999999999,RAPID 1.5 TDI AT ELEGANCE,SKODA
2016,72566,Diesel,Manual,First,25.83,99.0,4919.171,FIGO ASPIRE 1.5 TDCI TREND,FORD
2011,51482,Diesel,Manual,First,15.42,70.0,2324.75,VENTURE EX,TATA
2011,90000,Diesel,Automatic,First,14.84,167.62,12925.61,NEW C-CLASS C 220 CDI BE AVANTGARE,MERCEDES-BENZ
2014,69000,Diesel,Manual,Second,13.0,168.5,18598.0,FORTUNER 4X2 MANUAL,TOYOTA
2011,90000,Petrol,Manual,Second,17.0,118.0,3161.66,CITY 1.5 V MT,HONDA
2015,39000,Petrol,Manual,First,18.6,81.83,5114.45,I20 ASTA OPTION 1.2,HYUNDAI
2012,110000,Diesel,Manual,Second,20.54,103.6,3394.1349999999998,VENTO DIESEL TRENDLINE,VOLKSWAGEN
2011,68022,Diesel,Manual,First,13.1,141.0,5449.214,ENDEAVOUR 2.5L 4X2 MT,FORD
2018,27852,Petrol,Automatic,First,14.8,121.36,9708.155999999999,ECOSPORT 1.5 PETROL TITANIUM PLUS AT,FORD
2013,58291,Diesel,Manual,First,17.8,97.7,4649.5,SWIFT VDI BSIV,MARUTI
2011,68439,Diesel,Manual,First,23.0,90.0,3133.763,I20 SPORTZ DIESEL,HYUNDAI
2011,150000,Diesel,Manual,First,12.99,100.6,6462.805,INNOVA 2.5 VX (DIESEL) 8 SEATER,TOYOTA
2018,14000,Diesel,Manual,First,21.5,108.5,9206.01,NEXON 1.5 REVOTORQ XZ PLUS DUAL TONE,TATA
2012,71558,Diesel,Manual,First,20.0,68.05,3068.6699999999996,FIGO DIESEL TITANIUM,FORD
2013,48000,Diesel,Automatic,Second,17.85,300.0,46959.95,PANAMERA DIESEL,PORSCHE
2015,65800,Diesel,Automatic,First,17.01,126.2,11623.75,CRETA 1.6 CRDI AT SX PLUS,HYUNDAI
2014,53000,Diesel,Automatic,First,16.55,140.0,19062.95,A4 2.0 TDI MULTITRONIC,AUDI
2017,14600,Diesel,Manual,First,16.0,140.0,13483.55,XUV500 W8 4WD,MAHINDRA
2017,34429,Diesel,Automatic,First,13.8,174.57,18598.0,MUX 4WD,ISUZU
2014,52000,Diesel,Manual,First,23.4,74.0,4881.974999999999,SWIFT DZIRE VDI,MARUTI
2015,25470,Petrol,Manual,First,20.73,91.1,5486.41,CIAZ ZXI,MARUTI
2013,22000,Petrol,Manual,First,21.1,55.2,2417.7400000000002,EON ERA PLUS,HYUNDAI
2007,75000,Diesel,Automatic,First,11.0,198.5,10228.9,E-CLASS 280 CDI,MERCEDES-BENZ
2011,95995,Diesel,Automatic,First,18.48,177.0,14413.449999999999,5 SERIES 2003-2012 520D,BMW
2017,26877,Diesel,Manual,First,24.0,73.97,5346.925,GRAND I10 1.2 CRDI SPORTZ OPTION,HYUNDAI
2015,26000,Diesel,Automatic,First,14.47,301.73,69742.5,XJ 3.0L PORTFOLIO,JAGUAR
2007,140000,Diesel,Manual,Second,17.8,75.0,1859.8,SWIFT LDI BSIII,MARUTI
2008,95291,Petrol,Manual,First,17.92,62.1,2138.77,SANTRO XING GLS,HYUNDAI
2009,135000,Diesel,Manual,Second,12.8,102.0,7625.179999999999,INNOVA 2.5 V DIESEL 8-SEATER,TOYOTA
2015,32000,Petrol,Manual,First,18.6,81.83,4463.5199999999995,I20 SPORTZ 1.2,HYUNDAI
2008,68333,Diesel,Automatic,Second,11.0,198.5,7904.15,E-CLASS 280 CDI,MERCEDES-BENZ
2011,72000,Diesel,Manual,First,20.0,68.0,2696.71,FIGO DIESEL ZXI,FORD
2012,52100,Diesel,Manual,First,21.43,86.79,6044.349999999999,COROLLA ALTIS 1.4 DG,TOYOTA
2018,10000,Petrol,Manual,First,18.9,81.86,5439.915,GRAND I10 1.2 KAPPA SPORTZ,HYUNDAI
2019,6261,Diesel,Manual,First,16.3,170.0,22233.909,COMPASS 2.0 LIMITED 4X4,JEEP
2019,3906,Petrol,Automatic,First,20.89,81.8,6844.064,IGNIS 1.2 AMT ALPHA,MARUTI
2014,55960,Diesel,Manual,First,11.5,171.0,16040.775,FORTUNER 3.0 DIESEL,TOYOTA
2013,144000,Diesel,Manual,First,20.54,103.6,6509.3,VENTO DIESEL HIGHLINE,VOLKSWAGEN
2017,38000,Diesel,Manual,First,13.68,147.8,16412.734999999997,INNOVA CRYSTA 2.4 VX MT,TOYOTA
2013,51000,Diesel,Manual,First,20.0,68.1,2324.75,FIGO DIESEL CELEBRATION EDITION,FORD
2015,150000,Diesel,Manual,First,23.59,67.05,5579.4,PLATINUM ETIOS 1.4 GXD,TOYOTA
2018,2500,Diesel,Manual,First,18.06,63.0,7671.675,THAR DI 4X4,MAHINDRA
2018,41661,Diesel,Automatic,First,12.7,187.7,41687.416999999994,ROVER RANGE ROVER HSE DYNAMIC,LAND
2011,64000,Diesel,Automatic,First,16.07,181.0,9763.949999999999,3 SERIES 320D HIGHLINE,BMW
2008,80000,Petrol,Manual,Second,13.2,94.0,1766.81,ACCENT GLS,HYUNDAI
2016,30000,Petrol,Automatic,Second,23.1,67.04,3952.075,CELERIO ZXI AT,MARUTI
2014,43000,Diesel,Automatic,Second,16.36,187.7,24642.35,XF 2.2 LITRE LUXURY,JAGUAR
2013,90000,Diesel,Automatic,Second,12.4,179.5,20922.75,A6 2.7 TDI,AUDI
2011,123880,Diesel,Manual,First,23.08,63.1,3068.6699999999996,MICRA DIESEL XV,NISSAN
2015,42000,Petrol,Manual,Second,18.0,86.7,3998.5699999999997,AMAZE S I-VTECH,HONDA
2012,79824,Diesel,Manual,First,19.87,83.8,4881.974999999999,DUSTER 85PS DIESEL RXL OPTION,RENAULT
2015,75000,Diesel,Manual,First,12.99,100.6,10926.324999999999,INNOVA 2.5 G (DIESEL) 8 SEATER,TOYOTA
2014,72411,Petrol,Manual,First,18.0,86.7,3952.075,AMAZE E I-VTECH,HONDA
2012,63000,Diesel,Automatic,First,14.94,204.0,13223.178,NEW C-CLASS C 250 CDI ELEGANCE,MERCEDES-BENZ
2015,53713,Petrol,Manual,First,17.71,78.9,3905.58,ETIOS LIVA G,TOYOTA
2017,18000,Diesel,Automatic,First,11.36,171.5,16970.675,INNOVA CRYSTA 2.8 GX AT 8S,TOYOTA
2013,51000,Diesel,Manual,First,15.8,170.0,17203.149999999998,NEW C-CLASS 200 CDI ELEGANCE,MERCEDES-BENZ
2008,86700,Petrol,Manual,Second,16.1,88.2,2231.7599999999998,SWIFT VXI BSIII,MARUTI
2016,29000,Diesel,Manual,First,27.39,74.0,6044.349999999999,BALENO ALPHA 1.3,MARUTI
2014,56000,LPG,Manual,First,13.45,62.1,2975.6800000000003,SANTRO XING GL PLUS LPG,HYUNDAI
2015,33000,Petrol,Automatic,First,23.1,67.04,3710.301,CELERIO VXI AT,MARUTI
2014,64394,Diesel,Manual,First,22.7,89.84,5067.955,ECOSPORT 1.5 DV5 MT AMBIENTE,FORD
2010,76000,Diesel,Manual,First,18.8,90.0,2510.73,MANZA AURA QUADRAJET,TATA
2016,48719,Diesel,Manual,First,27.3,98.6,5811.875,JAZZ 1.5 SV I DTEC,HONDA
2016,59711,Diesel,Manual,First,15.1,140.0,12349.071999999998,XUV500 W8 2WD,MAHINDRA
2012,83000,Diesel,Manual,First,23.08,63.1,3440.63,MICRA DIESEL XV PREMIUM,NISSAN
2018,10714,Diesel,Automatic,First,19.27,167.62,36740.348999999995,NEW C-CLASS C 220D AVANTGARDE EDITION C,MERCEDES-BENZ
2010,127510,Diesel,Manual,Second,19.0,90.0,1301.86,MANZA AURA PLUS QUADRAJET BS IV,TATA
2014,35010,Diesel,Manual,First,22.9,74.0,3254.65,SWIFT VDI,MARUTI
2012,75451,Petrol,Manual,First,17.5,85.8,3515.022,SWIFT DZIRE 1.2 LXI BSIV,MARUTI
2015,83000,Diesel,Manual,First,19.09,69.01,2510.73,INDIGO ECS LS (TDI) BS-III,TATA
2013,38755,Diesel,Manual,First,25.8,98.6,2975.6800000000003,AMAZE S I-DTECH,HONDA
2016,30000,Petrol,Manual,First,20.4,81.8,4649.5,SWIFT VXI BSIV,MARUTI
2012,40000,Diesel,Manual,First,20.77,88.8,6509.3,ERTIGA ZDI,MARUTI
2014,19500,Petrol,Manual,Second,18.9,82.0,2650.215,GRAND I10 ERA,HYUNDAI
2016,41000,Petrol,Manual,First,19.69,67.04,3952.075,MICRA ACTIVE XV,NISSAN
2014,30000,Petrol,Manual,Second,18.9,82.0,4556.51,GRAND I10 ASTA OPTION,HYUNDAI
2017,37000,Diesel,Manual,First,17.1,170.0,15715.309999999998,COMPASS 2.0 SPORT,JEEP
2014,62000,Diesel,Manual,Second,22.07,73.9,3952.075,POLO DIESEL COMFORTLINE 1.2L,VOLKSWAGEN
2015,42023,Petrol,Automatic,First,15.5,86.7,4035.7659999999996,AMAZE S AT I-VTECH,HONDA
2012,51001,Diesel,Automatic,First,16.09,184.0,15808.3,X3 XDRIVE20D ADVANTAGE EDITION,BMW
2017,55389,Diesel,Automatic,First,18.88,184.0,26455.655,3 SERIES 320D LUXURY LINE,BMW
2014,46728,Petrol,Automatic,First,15.6,116.3,5718.885,CITY V AT,HONDA
2014,58995,Diesel,Manual,First,12.83,162.0,8601.574999999999,SSANGYONG REXTON RX5,MAHINDRA
2015,37857,Diesel,Manual,First,26.59,74.0,4510.014999999999,SWIFT DZIRE LDI,MARUTI
2014,71000,Diesel,Manual,First,25.2,74.0,4463.5199999999995,SWIFT VDI BSIV,MARUTI
2012,49024,Petrol,Manual,First,18.4,86.8,2138.77,BRIO S OPTION MT,HONDA
2016,10770,Petrol,Manual,First,18.9,82.0,4417.025,GRAND I10 SPORTZ,HYUNDAI
2017,72000,Diesel,Manual,First,22.95,74.0,4649.5,ZEST QUADRAJET 1.3 75PS XM,TATA
2015,91000,Petrol,Manual,First,21.1,55.2,2324.75,EON ERA PLUS,HYUNDAI
2017,14000,Petrol,Manual,First,18.6,81.83,5532.905,I20 1.2 SPOTZ,HYUNDAI
2014,48000,Diesel,Automatic,Second,9.0,181.0,14878.4,S60 D4 KINETIC,VOLVO
2014,75136,Diesel,Manual,First,22.7,89.84,5718.885,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,FORD
2014,32500,Petrol,Manual,Second,21.1,85.8,3766.095,RITZ VXI,MARUTI
2010,94500,Diesel,Manual,Second,21.9,90.0,2882.69,I20 1.4 CRDI MAGNA,HYUNDAI
2013,34900,Petrol,Manual,First,22.0,81.8,5105.151,DZIRE VXI,MARUTI
2010,42400,Petrol,Automatic,Third,8.0,394.3,39902.009,PANAMERA 2010 2013 4S,PORSCHE
2015,50000,Diesel,Manual,First,17.8,75.0,5300.43,SWIFT VDI BSIII W/ ABS,MARUTI
2014,35000,Petrol,Manual,First,19.4,86.8,2650.215,BRIO S MT,HONDA
2012,37000,Petrol,Manual,Second,18.6,79.4,2185.265,BEAT LS,CHEVROLET
2018,32807,Petrol,Automatic,First,13.0,121.3,13725.323999999999,CRETA 1.6 SX PLUS PETROL AUTOMATIC,HYUNDAI
2008,119000,Petrol,Manual,Second,17.7,78.0,2092.275,CITY ZX GXI,HONDA
2016,12000,Petrol,Manual,First,18.5,85.8,3394.1349999999998,RITZ LXI,MARUTI
2016,46727,Diesel,Manual,First,22.77,98.59,6741.775,ECOSPORT 1.5 TDCI TREND,FORD
2010,73336,Diesel,Automatic,First,13.2,170.0,9940.631,3 SERIES 320D,BMW
2014,9000,Petrol,Manual,Second,17.01,121.3,5114.45,VERNA 1.6 SX VTVT,HYUNDAI
2005,240000,Diesel,Manual,Fourth & Above,12.8,102.0,4742.49,INNOVA 2.5 G4 DIESEL 8-SEATER,TOYOTA
2014,25422,Petrol,Manual,First,22.5,67.04,3022.1749999999997,WAGON R LXI,MARUTI
2018,14000,Diesel,Manual,First,25.47,88.5,8601.574999999999,ERTIGA VDI,MARUTI
2008,66000,Petrol,Manual,First,19.7,46.3,1580.83,ALTO LXI BSIII,MARUTI
2010,55324,Petrol,Manual,First,19.0,66.1,2668.813,A-STAR VXI,MARUTI
2009,90000,Diesel,Automatic,First,11.0,235.0,16505.725,X5 3.0D,BMW
2017,43000,Petrol,Manual,First,18.15,82.0,4184.55,KUV 100 G80 K6 PLUS 5STR,MAHINDRA
2008,58483,Petrol,Automatic,Second,19.2,80.0,2743.205,I10 MAGNA AT,HYUNDAI
2007,93000,Petrol,Automatic,Second,12.9,130.0,2417.7400000000002,CIVIC 2006-2010 1.8 S AT,HONDA
2010,50000,Petrol,Manual,First,20.36,78.9,2789.7,I10 SPORTZ 1.2,HYUNDAI
2014,78616,Diesel,Automatic,Second,14.84,170.0,14413.449999999999,NEW C-CLASS C 220 CDI ELEGANCE AT,MERCEDES-BENZ
2011,37000,Petrol,Manual,First,17.6,88.73,2603.72,ETIOS G,TOYOTA
2010,54801,Petrol,Manual,First,17.0,118.0,2324.75,CITY 1.5 E MT,HONDA
2014,29000,Diesel,Manual,First,23.4,74.0,5346.925,SWIFT DZIRE VDI,MARUTI
2010,68000,Petrol,Manual,First,22.0,81.8,2603.72,SWIFT VXI,MARUTI
2014,58000,Petrol,Manual,First,17.01,121.3,4268.241,VERNA 1.6 EX VTVT,HYUNDAI
2012,64290,Diesel,Manual,First,23.2,73.94,3394.1349999999998,RITZ VDI,MARUTI
2015,31000,Diesel,Manual,First,13.0,168.5,18458.515,FORTUNER 4X2 MANUAL,TOYOTA
2018,16039,Diesel,Manual,First,17.1,170.0,17203.149999999998,COMPASS 2.0 LIMITED,JEEP
2017,19860,Petrol,Manual,First,18.6,81.83,6462.805,I20 ASTA OPTION 1.2,HYUNDAI
2014,48500,CNG,Manual,Second,26.6,58.16,2650.215,WAGON R LXI CNG,MARUTI
2012,75391,Diesel,Manual,First,13.93,138.0,3487.125,NEW SAFARI DICOR 2.2 EX 4X4 BS IV,TATA
