,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
2715,2018,11000,Diesel,Manual,First,28.4,1248,74,5.0,8.0,MARUTI,SWIFT AMT DDIS VDI
2716,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5.0,7.33,FORD,ECOSPORT 1.5 DV5 MT TITANIUM
2717,2016,29930,Petrol,Manual,First,18.9,998,67.1,5.0,3.35,MARUTI,WAGON R VXI BS IV WITH ABS
2718,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5.0,4.4,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
2719,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5.0,2.99,TOYOTA,ETIOS VX
2720,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5.0,5.6,HONDA,JAZZ 1.2 SV I VTEC
2721,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5.0,6.63,VOLKSWAGEN,CROSSPOLO 1.5 TDI
2722,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5.0,7.9,VOLKSWAGEN,AMEO 1.5 TDI HIGHLINE
2723,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5.0,7.0,HONDA,CITY V MT EXCLUSIVE
2724,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.95,HONDA,BRIO VX AT
2725,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5.0,9.19,SKODA,RAPID 1.6 MPI AT STYLE
2726,2011,70000,Diesel,Manual,First,16.8,1493,110,5.0,5.1,HYUNDAI,VERNA CRDI
2727,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5.0,5.9,HYUNDAI,I20 ACTIVE S DIESEL
2728,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.51,MARUTI,BALENO ALPHA CVT
2729,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5.0,3.9,HONDA,CR-V 2.4L 4WD MT
2730,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5.0,5.39,MARUTI,SWIFT DZIRE VXI
2731,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5.0,3.0,MARUTI,SWIFT DZIRE VDI
2732,2012,83000,Diesel,Manual,First,23.4,1248,74,5.0,4.3,MARUTI,SWIFT DZIRE ZDI
2733,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5.0,6.75,MARUTI,SWIFT DZIRE ZXI
2734,2017,23000,Petrol,Manual,First,18.9,1197,82,5.0,4.5,HYUNDAI,GRAND I10 SPORTZ
2735,2010,82000,Diesel,Manual,First,17.8,1399,68,5.0,2.75,FORD,FIESTA 1.4 ZXI TDCI ABS
2736,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5.0,9.0,HYUNDAI,VERNA 1.6 CRDI S
2737,2001,200000,Petrol,Manual,First,12.0,,,,0.7,MARUTI,WAGON R VX
2738,2014,45001,Diesel,Manual,Second,20.0,1399,68.05,5.0,2.55,FORD,FIGO DIESEL EXI
2739,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5.0,3.54,TATA,MANZA AQUA QUADRAJET BS IV
2740,2009,89000,Petrol,Manual,First,13.5,1799,130,5.0,4.25,HONDA,CIVIC 2006-2010 1.8 S MT
2741,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.2,MARUTI,ALTO LX BSIII
2742,2013,90000,Diesel,Automatic,First,22.48,1995,190,5.0,19.5,BMW,5 SERIES 520D LUXURY LINE
2743,2015,76000,Diesel,Manual,Second,16.0,2179,140,7.0,12.0,MAHINDRA,XUV500 W8 2WD
2744,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5.0,3.9,MARUTI,RITZ VDI
2745,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5.0,9.13,MARUTI,VITARA BREZZA ZDI PLUS
2746,2011,45000,Petrol,Manual,First,15.1,1196,73,7.0,2.25,MARUTI,EECO 7 SEATER STANDARD
2747,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5.0,3.25,MARUTI,SWIFT DZIRE 1.2 VXI BSIV
2748,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.79,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
2749,2010,37822,Petrol,Manual,First,22.5,998,67.04,5.0,2.35,MARUTI,WAGON R LXI
2750,2015,33517,Diesel,Manual,First,27.62,793,47,5.0,3.1,MARUTI,CELERIO ZDI
2751,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7.0,12.9,HYUNDAI,SANTA FE 2WD AT
2752,2017,60000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,HYUNDAI,EON D LITE PLUS OPTION
2753,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5.0,3.65,HYUNDAI,I20 SPORTZ 1.2
2754,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5.0,7.5,HYUNDAI,VERNA 1.6 SX VTVT (O)
2755,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5.0,3.74,HONDA,BRIO S OPTION MT
2756,2017,26327,Petrol,Manual,First,20.4,1197,81.80,5.0,5.86,MARUTI,SWIFT VXI OPTIONAL
2757,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.62,MERCEDES-BENZ,NEW C-CLASS C 220D AVANTGARDE EDITION C
2758,2018,61386,Diesel,Manual,First,25.2,1248,74,5.0,7.05,MARUTI,SWIFT VDI OPTIONAL
2759,2018,11500,Diesel,Automatic,First,28.4,1248,74,5.0,7.5,MARUTI,SWIFT AMT VDI
2760,2012,58000,Diesel,Manual,First,25.44,936,57.6,5.0,2.1,CHEVROLET,BEAT DIESEL LS
2761,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11.6,SKODA,SUPERB ELEGANCE 1.8 TSI AT
2762,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,19.25,MERCEDES-BENZ,NEW C-CLASS C 220 CDI BE AVANTGARE
2763,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8.0,17.92,TOYOTA,INNOVA CRYSTA 2.4 VX MT 8S
2764,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.6,HYUNDAI,I10 SPORTZ
2765,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,HONDA,AMAZE S I-DTEC
2766,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5.0,7.4,HYUNDAI,I20 MAGNA 1.4 CRDI (DIESEL)
2767,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5.0,59.29,MERCEDES-BENZ,GLE 350D
2768,2011,51387,Diesel,Manual,First,12.05,2179,120,7.0,5.5,MAHINDRA,SCORPIO 2009-2014 SLE 7S BSIV
2769,2006,44000,Petrol,Manual,Second,15.3,1341,83,5.0,1.75,HYUNDAI,GETZ GLE
2770,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5.0,6.75,MARUTI,BALENO ALPHA
2771,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5.0,3.95,CHEVROLET,OPTRA MAGNUM 2.0 LT
2772,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5.0,4.2,HYUNDAI,VERNA 1.6 SX VTVT (O)
2773,2016,28414,Petrol,Manual,First,17.0,1497,118,5.0,8.4,HONDA,CITY 1.5 V MT
2774,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5.0,8.25,VOLKSWAGEN,POLO GT TSI
2775,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5.0,3.31,HONDA,BRIO E MT
2776,2017,26000,Diesel,Manual,First,26.59,1248,74,5.0,7.5,MARUTI,SWIFT DZIRE VDI
2777,2012,45496,Petrol,Manual,First,17.0,1497,118,5.0,4.75,HONDA,CITY 1.5 V MT EXCLUSIVE
2778,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7.0,8.79,MAHINDRA,SSANGYONG REXTON RX7
2779,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5.0,9.5,SKODA,SUPERB ELEGANCE 1.8 TSI MT
2780,2009,100000,Petrol,Manual,First,0.0,,,,1.6,HYUNDAI,SANTRO GLS II - EURO II
2781,2010,38127,Petrol,Manual,First,19.7,796,46.3,5.0,1.55,MARUTI,ALTO LXI
2782,2014,82450,Diesel,Manual,First,23.0,1396,90,5.0,5.85,HYUNDAI,I20 ASTA (O) 1.4 CRDI (DIESEL)
2783,2014,62497,Petrol,Manual,First,15.8,1499,110,5.0,7.52,FORD,ECOSPORT 1.5 TI VCT MT TREND
2784,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5.0,3.6,NISSAN,MICRA DIESEL XV
2785,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5.0,4.73,HONDA,BRIO E MT
2786,2013,66372,Diesel,Automatic,First,11.18,2696,184,7.0,10.5,MAHINDRA,SSANGYONG REXTON RX7
2787,2013,73525,Diesel,Automatic,First,16.46,2993,258,5.0,34.54,BMW,7 SERIES 730LD SEDAN
2788,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5.0,6.07,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ
2789,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5.0,7.76,MARUTI,BALENO DELTA 1.2
2790,2016,49176,Diesel,Manual,First,11.68,2498,112,8.0,7.46,MAHINDRA,XYLO E8 ABS BS IV
2791,2012,87510,Diesel,Manual,First,21.8,1461,78,5.0,3.49,RENAULT,FLUENCE DIESEL E4
2792,2012,38214,Petrol,Manual,Second,18.5,1197,80,5.0,4.05,HYUNDAI,I20 1.2 MAGNA
2793,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6.0,11.88,MITSUBISHI,PAJERO 2.8 SFX
2794,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5.0,6.45,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
2795,2015,69002,Diesel,Automatic,First,15.97,2993,258,5.0,50.0,BMW,X5 X5 M
2796,2011,43706,Petrol,Automatic,First,10.9,2497,215,5.0,9.0,BMW,3 SERIES 2005-2011 325I SEDAN
2797,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.25,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
2798,2017,49404,Diesel,Manual,First,18.49,1493,100,7.0,7.36,MAHINDRA,TUV 300 2015-2019 T8
2799,2010,72000,Diesel,Manual,First,12.05,2179,120,8.0,4.4,MAHINDRA,SCORPIO VLX 2.2 MHAWK BSIII
2800,2016,24000,Petrol,Manual,First,25.17,799,53.3,5.0,3.1,RENAULT,KWID RXT
2801,2017,53285,Petrol,Automatic,First,22.5,999,67,5.0,4.28,RENAULT,KWID 1.0 RXT OPTIONAL AMT
2802,2017,12000,Petrol,Manual,First,16.1,1197,85,5.0,5.5,MARUTI,SWIFT VXI BSIV
2803,2012,45000,Diesel,Automatic,First,17.0,1896,105,5.0,6.99,SKODA,LAURA 1.9 TDI AT AMBIENTE
2804,2018,26234,Petrol,Manual,First,24.7,796,47.3,5.0,4.29,MARUTI,ALTO 800 2016-2019 VXI
2805,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5.0,4.2,MARUTI,SWIFT VXI
2806,2012,90000,Diesel,Manual,First,23.0,1396,90,5.0,4.11,HYUNDAI,I20 1.4 CRDI SPORTZ
2807,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5.0,18.75,AUDI,Q3 2012-2015 35 TDI QUATTRO PREMIUM
2808,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5.0,64.95,MERCEDES-BENZ,GLE 350D
2809,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1.59,HYUNDAI,I10 ERA
2810,2016,4800,Petrol,Manual,First,20.51,998,67.04,5.0,3.6,MARUTI,WAGON R LXI OPTIONAL
2811,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5.0,7.87,HONDA,CITY I VTEC V
2812,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5.0,5.55,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ
2813,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5.0,6.4,HONDA,CITY I DTEC VX
2814,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5.0,2.65,MARUTI,SWIFT DZIRE VXI
2815,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5.0,5.5,MARUTI,SWIFT DZIRE ZXI
2816,2013,73648,Diesel,Manual,First,15.1,2179,140,7.0,7.31,MAHINDRA,XUV500 W8 2WD
2817,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5.0,7.1,MARUTI,CIAZ ZDI PLUS SHVS
2818,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5.0,7.83,HYUNDAI,VERNA 1.6 SX CRDI (O)
2819,2005,150000,Diesel,Manual,First,13.1,1493,82,5.0,0.85,HYUNDAI,ACCENT CRDI
2820,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5.0,3.55,HONDA,BRIO S MT
2821,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5.0,8.19,HYUNDAI,I20 ACTIVE 1.2 SX
2822,2018,24000,Diesel,Automatic,First,18.88,1995,184,5.0,28.0,BMW,3 SERIES 320D SPORT LINE
2823,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5.0,13.0,VOLKSWAGEN,JETTA 2013-2015 2.0L TDI HIGHLINE AT
2824,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5.0,3.29,VOLKSWAGEN,POLO PETROL HIGHLINE 1.6L
2825,2015,13769,Petrol,Manual,Second,16.1,1197,85,5.0,4.41,MARUTI,SWIFT VXI BSIV
2826,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5.0,4.99,RENAULT,DUSTER 110PS DIESEL RXZ
2827,2009,58000,Diesel,Automatic,First,18.56,1995,190,5.0,17.98,BMW,X3 XDRIVE 20D LUXURY LINE
2828,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5.0,7.71,FIAT,AVVENTURA MULTIJET EMOTION
2829,2013,32378,Petrol,Manual,First,20.51,998,67.04,5.0,2.8,MARUTI,WAGON R STINGRAY VXI
2830,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5.0,3.0,CHEVROLET,SAIL HATCHBACK LS ABS
2831,2015,36836,Diesel,Manual,First,15.1,2179,140,7.0,12.49,MAHINDRA,XUV500 W8 2WD
2832,2016,54199,Diesel,Manual,First,23.0,1248,88.8,5.0,5.0,TATA,ZEST QUADRAJET 1.3
2833,2017,36935,Diesel,Automatic,First,18.56,1995,190,5.0,32.64,BMW,X3 XDRIVE20D XLINE
2834,2015,23000,Diesel,Manual,First,25.2,1248,74,5.0,6.5,MARUTI,SWIFT VDI BSIV
2835,2015,14000,Diesel,Automatic,First,18.12,1995,190,5.0,35.0,BMW,5 SERIES 2013-2017 520D LUXURY LINE
2836,2015,100073,Diesel,Manual,Second,25.0,1396,69.01,5.0,2.0,TATA,INDIGO CS EVX
2837,2015,59182,Diesel,Manual,First,15.1,2179,140,7.0,9.46,MAHINDRA,XUV500 W8 2WD
2838,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7.0,39.0,AUDI,Q7 35 TDI QUATTRO PREMIUM PLUS
2839,2009,79000,Diesel,Automatic,First,18.48,1995,177,5.0,15.0,BMW,5 SERIES 2003-2012 520D
2840,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5.0,6.15,HYUNDAI,VERNA 1.6 SX VTVT (O)
2841,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7.0,14.5,HYUNDAI,SANTA FE 4WD AT
2842,2012,43000,Petrol,Manual,First,0.0,,,,3.25,HYUNDAI,SANTRO GLS II - EURO II
2843,2018,27413,Petrol,Automatic,First,20.51,998,67,5.0,5.18,MARUTI,WAGON R AMT VXI
2844,2007,90000,Petrol,Manual,Second,17.3,1061,64,5.0,1.24,MARUTI,WAGON R LX BSIII
2845,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5.0,2.8,HYUNDAI,I20 SPORTZ 1.2
2846,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5.0,5.23,SKODA,SUPERB ELEGANCE 1.8 TSI AT
2847,2005,86000,Petrol,Manual,Second,15.3,1341,83,5.0,0.45,HYUNDAI,GETZ GLS
2848,2014,65694,Petrol,Manual,First,18.9,998,67.1,5.0,3.25,MARUTI,WAGON R LXI BS IV
2849,2015,23000,Petrol,Manual,First,16.8,796,34.2,5.0,1.5,MARUTI,OMNI MPI CARGO BSIV
2850,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.85,HYUNDAI,I10 MAGNA 1.2
2851,2018,18335,Petrol,Manual,First,21.7,999,67,5.0,4.5,RENAULT,KWID 1.0 RXT OPTIONAL
2852,2014,36000,Diesel,Automatic,First,15.0,2147,107.3,5.0,16.25,MERCEDES-BENZ,B CLASS 2012-2015 B200 SPORT CDI
2853,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7.75,VOLKSWAGEN,POLO GT TSI
2854,2007,81000,Diesel,Manual,Third,12.05,2179,120,8.0,4.35,MAHINDRA,SCORPIO VLX 4WD
2855,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7.0,33.13,TOYOTA,FORTUNER 2.8 2WD AT
2856,2013,75421,Diesel,Manual,First,25.44,936,56.3,5.0,3.63,CHEVROLET,BEAT DIESEL LT
2857,2010,80000,Diesel,Manual,First,12.8,2494,102,8.0,4.75,TOYOTA,INNOVA 2.5 G4 DIESEL 8-SEATER
2858,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5.0,6.51,MARUTI,SWIFT DZIRE VXI
2859,2018,4126,Petrol,Manual,First,21.7,999,67,5.0,4.8,RENAULT,KWID CLIMBER 1.0 MT
2860,2017,98500,Diesel,Manual,First,22.95,1248,74,5.0,6.0,TATA,BOLT QUADRAJET XM
2861,2016,61578,Petrol,Manual,First,18.9,1197,82,5.0,6.4,HYUNDAI,GRAND I10 ASTA
2862,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5.0,4.9,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
2863,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.57,AUDI,A6 2011-2015 2.0 TDI
2864,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5.0,4.76,MARUTI,SWIFT DZIRE LDI BSIV
2865,2012,50619,Petrol,Manual,First,18.0,995,62,5.0,2.0,CHEVROLET,SPARK 1.0 LT
2866,2009,103905,Diesel,Automatic,First,22.69,1995,190,5.0,9.92,BMW,3 SERIES 320D
2867,2018,15334,Petrol,Manual,First,21.1,814,55.2,5.0,3.69,HYUNDAI,EON ERA PLUS
2868,2013,69000,Diesel,Manual,First,23.4,1248,74,5.0,5.75,MARUTI,SWIFT DZIRE VDI
2869,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5.0,5.7,VOLKSWAGEN,CROSSPOLO 1.5 TDI
2870,2014,44753,Petrol,Manual,First,18.0,1198,86.7,5.0,4.94,HONDA,AMAZE E I-VTECH
2871,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5.0,4.29,VOLKSWAGEN,VENTO PETROL HIGHLINE AT
2872,2014,23840,Petrol,Manual,First,20.51,998,67.04,5.0,3.0,MARUTI,WAGON R STINGRAY VXI
2873,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5.0,6.5,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
2874,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5.0,4.9,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
2875,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5.0,5.4,HONDA,AMAZE SX I-DTEC
2876,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5.0,24.0,AUDI,A6 35 TDI MATRIX
2877,2019,29279,Diesel,Manual,First,24.7,1047,69,5.0,7.46,TATA,TIGOR 1.05 REVOTORQ XZ OPTION
2878,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5.0,9.6,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE AT
2879,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5.0,25.0,AUDI,A6 35 TDI MATRIX
2880,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5.0,6.8,NISSAN,TERRANO XL 110 PS
2881,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5.0,8.59,SKODA,RAPID 1.5 TDI AT ELEGANCE
2882,2016,72566,Diesel,Manual,First,25.83,1498,99,5.0,5.29,FORD,FIGO ASPIRE 1.5 TDCI TREND
2883,2011,51482,Diesel,Manual,First,15.42,1405,70,8.0,2.5,TATA,VENTURE EX
2884,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5.0,13.9,MERCEDES-BENZ,NEW C-CLASS C 220 CDI BE AVANTGARE
2885,2014,69000,Diesel,Manual,Second,13.0,2982,168.5,7.0,20.0,TOYOTA,FORTUNER 4X2 MANUAL
2886,2011,90000,Petrol,Manual,Second,17.0,1497,118,5.0,3.4,HONDA,CITY 1.5 V MT
2887,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.5,HYUNDAI,I20 ASTA OPTION 1.2
2888,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5.0,3.65,VOLKSWAGEN,VENTO DIESEL TRENDLINE
2889,2011,68022,Diesel,Manual,First,13.1,2499,141,7.0,5.86,FORD,ENDEAVOUR 2.5L 4X2 MT
2890,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5.0,10.44,FORD,ECOSPORT 1.5 PETROL TITANIUM PLUS AT
2891,2013,58291,Diesel,Manual,First,17.8,1248,,5.0,5.0,MARUTI,SWIFT VDI BSIV
2892,2011,68439,Diesel,Manual,First,23.0,1396,90,5.0,3.37,HYUNDAI,I20 SPORTZ DIESEL
2893,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8.0,6.95,TOYOTA,INNOVA 2.5 VX (DIESEL) 8 SEATER
2894,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5.0,9.9,TATA,NEXON 1.5 REVOTORQ XZ PLUS DUAL TONE
2895,2012,71558,Diesel,Manual,First,20.0,1399,68.05,5.0,3.3,FORD,FIGO DIESEL TITANIUM
2896,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4.0,50.5,PORSCHE,PANAMERA DIESEL
2897,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5.0,12.5,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
2898,2014,53000,Diesel,Automatic,First,16.55,1968,140,5.0,20.5,AUDI,A4 2.0 TDI MULTITRONIC
2899,2017,14600,Diesel,Manual,First,16.0,2179,140,7.0,14.5,MAHINDRA,XUV500 W8 4WD
2900,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7.0,20.0,ISUZU,MUX 4WD
2901,2014,52000,Diesel,Manual,First,23.4,1248,74,5.0,5.25,MARUTI,SWIFT DZIRE VDI
2902,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5.0,5.9,MARUTI,CIAZ ZXI
2903,2013,22000,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,HYUNDAI,EON ERA PLUS
2904,2007,75000,Diesel,Automatic,First,11.0,2987,198.5,5.0,11.0,MERCEDES-BENZ,E-CLASS 280 CDI
2905,2011,95995,Diesel,Automatic,First,18.48,1995,177,5.0,15.5,BMW,5 SERIES 2003-2012 520D
2906,2017,26877,Diesel,Manual,First,24.0,1186,73.97,5.0,5.75,HYUNDAI,GRAND I10 1.2 CRDI SPORTZ OPTION
2907,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5.0,75.0,JAGUAR,XJ 3.0L PORTFOLIO
2908,2007,140000,Diesel,Manual,Second,17.8,1248,75,5.0,2.0,MARUTI,SWIFT LDI BSIII
2909,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,HYUNDAI,SANTRO XING GLS
2910,2009,135000,Diesel,Manual,Second,12.8,2494,102,8.0,8.2,TOYOTA,INNOVA 2.5 V DIESEL 8-SEATER
2911,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.8,HYUNDAI,I20 SPORTZ 1.2
2912,2008,68333,Diesel,Automatic,Second,11.0,2987,198.5,5.0,8.5,MERCEDES-BENZ,E-CLASS 280 CDI
2913,2011,72000,Diesel,Manual,First,20.0,1399,68,5.0,2.9,FORD,FIGO DIESEL ZXI
2914,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5.0,6.5,TOYOTA,COROLLA ALTIS 1.4 DG
2915,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5.0,5.85,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ
2916,2019,6261,Diesel,Manual,First,16.3,1956,170,5.0,23.91,JEEP,COMPASS 2.0 LIMITED 4X4
2917,2019,3906,Petrol,Automatic,First,20.89,1197,81.80,5.0,7.36,MARUTI,IGNIS 1.2 AMT ALPHA
2918,2014,55960,Diesel,Manual,First,11.5,2982,171,7.0,17.25,TOYOTA,FORTUNER 3.0 DIESEL
2919,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5.0,7.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
2920,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7.0,17.65,TOYOTA,INNOVA CRYSTA 2.4 VX MT
2921,2013,51000,Diesel,Manual,First,20.0,1399,68.1,5.0,2.5,FORD,FIGO DIESEL CELEBRATION EDITION
2922,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5.0,6.0,TOYOTA,PLATINUM ETIOS 1.4 GXD
2923,2018,2500,Diesel,Manual,First,18.06,2523,63,7.0,8.25,MAHINDRA,THAR DI 4X4
2924,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.83,LAND,ROVER RANGE ROVER HSE DYNAMIC
2925,2011,64000,Diesel,Automatic,First,16.07,1995,181,5.0,10.5,BMW,3 SERIES 320D HIGHLINE
2926,2008,80000,Petrol,Manual,Second,13.2,1495,94,5.0,1.9,HYUNDAI,ACCENT GLS
2927,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5.0,4.25,MARUTI,CELERIO ZXI AT
2928,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,26.5,JAGUAR,XF 2.2 LITRE LUXURY
2929,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5.0,22.5,AUDI,A6 2.7 TDI
2930,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5.0,3.3,NISSAN,MICRA DIESEL XV
2931,2015,42000,Petrol,Manual,Second,18.0,1198,86.7,5.0,4.3,HONDA,AMAZE S I-VTECH
2932,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5.0,5.25,RENAULT,DUSTER 85PS DIESEL RXL OPTION
2933,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8.0,11.75,TOYOTA,INNOVA 2.5 G (DIESEL) 8 SEATER
2934,2014,72411,Petrol,Manual,First,18.0,1198,86.7,5.0,4.25,HONDA,AMAZE E I-VTECH
2935,2012,63000,Diesel,Automatic,First,14.94,2143,204,5.0,14.22,MERCEDES-BENZ,NEW C-CLASS C 250 CDI ELEGANCE
2936,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5.0,4.2,TOYOTA,ETIOS LIVA G
2937,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8.0,18.25,TOYOTA,INNOVA CRYSTA 2.8 GX AT 8S
2938,2013,51000,Diesel,Manual,First,15.8,2148,170,5.0,18.5,MERCEDES-BENZ,NEW C-CLASS 200 CDI ELEGANCE
2939,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5.0,2.4,MARUTI,SWIFT VXI BSIII
2940,2016,29000,Diesel,Manual,First,27.39,1248,74,5.0,6.5,MARUTI,BALENO ALPHA 1.3
