,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,brand,model,Engine 
2678,2011,15466,Petrol,Manual,First,22.5,22.5,3.36,MARUTI,WAGON R,998.0
2679,2014,23000,Petrol,Manual,First,17.3,17.3,4.25,HONDA,MOBILIO E,1497.0
2680,2012,43766,Petrol,Manual,First,20.36,20.36,4.3,HYUNDAI,I10 MAGNA,1197.0
2681,2010,54000,Petrol,Automatic,First,0.0,0.0,6.0,SKODA,SUPERB 3.6,3597.0
2682,2018,18521,Diesel,Manual,First,22.54,22.54,9.18,HYUNDAI,I20 1.4,1396.0
2683,2017,26400,Petrol,Manual,First,23.1,23.1,4.99,MARUTI,CELERIO ZXI,998.0
2684,2011,31900,Petrol,Manual,First,13.4,13.4,3.75,SKODA,LAURA 1.8,1798.0
2685,2010,39000,Diesel,Manual,First,20.0,20.0,2.5,FORD,FIGO DIESEL,1399.0
2686,2016,45671,Diesel,Manual,First,27.3,27.3,7.2,HONDA,JAZZ 1.5,1498.0
2687,2016,39500,Diesel,Automatic,First,15.0,15.0,29.5,MERCEDES-BENZ,E-CLASS 2015-2017,2143.0
2688,2015,54000,Diesel,Automatic,First,17.9,17.9,17.55,MERCEDES-BENZ,GLA CLASS,2143.0
2689,2012,20000,Diesel,Automatic,First,18.5,18.5,12.0,VOLVO,S60 D3,1985.0
2690,2009,55000,Diesel,Automatic,First,11.8,11.8,13.5,AUDI,A8 L,2967.0
2691,2014,48000,Diesel,Automatic,First,22.32,22.32,5.1,HYUNDAI,VERNA 1.6,1582.0
2692,2011,70000,Diesel,Automatic,First,22.69,22.69,10.3,BMW,3 SERIES,1995.0
2693,2014,62000,Diesel,Manual,First,22.32,22.32,5.7,HYUNDAI,VERNA 1.6,1582.0
2694,2014,41994,Petrol,Manual,First,22.5,22.5,3.41,MARUTI,WAGON R,998.0
2695,2010,108882,Diesel,Manual,Second,20.0,20.0,2.4,FORD,FIGO DIESEL,1399.0
2696,2017,24806,Petrol,Manual,First,18.15,18.15,5.6,MAHINDRA,KUV 100,1198.0
2697,2006,160000,Diesel,Manual,First,17.0,17.0,1.0,TATA,INDIGO LS,1405.0
2698,2017,30000,Diesel,Automatic,First,18.49,18.49,8.2,MAHINDRA,TUV 300,1493.0
2699,2015,51000,Diesel,Automatic,First,15.17,15.17,27.5,AUDI,Q3 35,1968.0
2700,2015,64876,Petrol,Manual,First,21.5,21.5,3.5,MARUTI,WAGON R,1197.0
2701,2016,70536,CNG,Manual,First,31.79,31.79,4.58,MARUTI,CELERIO CNG,998.0
2702,2017,25299,Diesel,Manual,First,24.3,24.3,10.34,MARUTI,VITARA BREZZA,1248.0
2703,2006,89869,Diesel,Manual,First,12.7,12.7,3.25,MAHINDRA,SCORPIO DX,2609.0
2704,2007,103515,Diesel,Manual,Third,12.6,12.6,5.0,HYUNDAI,TUCSON CRDI,1991.0
2705,2008,68282,Petrol,Manual,First,17.92,17.92,2.25,HYUNDAI,SANTRO XING,1086.0
2706,2014,60033,Diesel,Automatic,First,18.18,18.18,51.52,PORSCHE,PANAMERA DIESEL,2967.0
2707,2018,51921,Diesel,Manual,First,24.3,24.3,8.62,MARUTI,VITARA BREZZA,1248.0
2708,2017,18414,Diesel,Manual,First,23.4,23.4,7.25,MARUTI,SWIFT DZIRE,1248.0
2709,2016,40866,Petrol,Manual,First,19.5,19.5,5.47,HONDA,AMAZE V,1199.0
2710,2014,55001,Diesel,Automatic,First,16.36,16.36,31.0,JAGUAR,XF 2.2,2179.0
2711,2017,20469,Petrol,Automatic,First,16.82,16.82,35.98,MINI,COOPER CONVERTIBLE,1998.0
2712,2017,8500,Petrol,Manual,First,21.1,21.1,3.42,HYUNDAI,EON ERA,814.0
2713,2008,45000,Diesel,Automatic,Second,16.77,16.77,11.5,AUDI,A6 3.0,2967.0
2714,2016,6000,Petrol,Manual,First,17.19,17.19,7.25,HYUNDAI,I20 ACTIVE,1197.0
2715,2018,11000,Diesel,Manual,First,28.4,28.4,8.0,MARUTI,SWIFT AMT,1248.0
2716,2015,80064,Diesel,Manual,First,22.7,22.7,7.33,FORD,ECOSPORT 1.5,1498.0
2717,2016,29930,Petrol,Manual,First,18.9,18.9,3.35,MARUTI,WAGON R,998.0
2718,2013,49105,Diesel,Manual,First,20.34,20.34,4.4,VOLKSWAGEN,VENTO 1.5,1498.0
2719,2012,55000,Petrol,Manual,First,17.6,17.6,2.99,TOYOTA,ETIOS VX,1496.0
2720,2015,23000,Petrol,Manual,First,18.7,18.7,5.6,HONDA,JAZZ 1.2,1199.0
2721,2016,54727,Diesel,Manual,First,20.14,20.14,6.63,VOLKSWAGEN,CROSSPOLO 1.5,1498.0
2722,2018,31426,Diesel,Manual,First,21.66,21.66,7.9,VOLKSWAGEN,AMEO 1.5,1498.0
2723,2015,53442,Petrol,Manual,First,16.8,16.8,7.0,HONDA,CITY V,1497.0
2724,2014,28000,Petrol,Automatic,First,16.5,16.5,4.95,HONDA,BRIO VX,1198.0
2725,2017,13412,Petrol,Automatic,First,14.3,14.3,9.19,SKODA,RAPID 1.6,1598.0
2726,2011,70000,Diesel,Manual,First,16.8,16.8,5.1,HYUNDAI,VERNA CRDI,1493.0
2727,2015,81310,Diesel,Manual,First,21.19,21.19,5.9,HYUNDAI,I20 ACTIVE,1396.0
2728,2019,13574,Petrol,Automatic,First,21.4,21.4,9.51,MARUTI,BALENO ALPHA,1197.0
2729,2008,75000,Petrol,Manual,Second,11.1,11.1,3.9,HONDA,CR-V 2.4L,2354.0
2730,2014,58310,Petrol,Manual,Second,19.1,19.1,5.39,MARUTI,SWIFT DZIRE,1197.0
2731,2009,90000,Diesel,Manual,Second,19.3,19.3,3.0,MARUTI,SWIFT DZIRE,1248.0
2732,2012,83000,Diesel,Manual,First,23.4,23.4,4.3,MARUTI,SWIFT DZIRE,1248.0
2733,2017,37282,Petrol,Manual,First,20.85,20.85,6.75,MARUTI,SWIFT DZIRE,1197.0
2734,2017,23000,Petrol,Manual,First,18.9,18.9,4.5,HYUNDAI,GRAND I10,1197.0
2735,2010,82000,Diesel,Manual,First,17.8,17.8,2.75,FORD,FIESTA 1.4,1399.0
2736,2016,31000,Diesel,Manual,First,23.9,23.9,9.0,HYUNDAI,VERNA 1.6,1582.0
2738,2014,45001,Diesel,Manual,Second,20.0,20.0,2.55,FORD,FIGO DIESEL,1399.0
2739,2014,50446,Diesel,Manual,First,21.12,21.12,3.54,TATA,MANZA AQUA,1248.0
2740,2009,89000,Petrol,Manual,First,13.5,13.5,4.25,HONDA,CIVIC 2006-2010,1799.0
2741,2007,72000,Petrol,Manual,Second,19.7,19.7,1.2,MARUTI,ALTO LX,796.0
2742,2013,90000,Diesel,Automatic,First,22.48,22.48,19.5,BMW,5 SERIES,1995.0
2743,2015,76000,Diesel,Manual,Second,16.0,16.0,12.0,MAHINDRA,XUV500 W8,2179.0
2744,2012,78401,Diesel,Manual,First,23.2,23.2,3.9,MARUTI,RITZ VDI,1248.0
2745,2017,38426,Diesel,Manual,First,24.3,24.3,9.13,MARUTI,VITARA BREZZA,1248.0
2746,2011,45000,Petrol,Manual,First,15.1,15.1,2.25,MARUTI,EECO 7,1196.0
2747,2012,83000,Petrol,Manual,First,17.5,17.5,3.25,MARUTI,SWIFT DZIRE,1197.0
2748,2017,50170,Diesel,Automatic,First,17.01,17.01,14.79,HYUNDAI,CRETA 1.6,1582.0
2749,2010,37822,Petrol,Manual,First,22.5,22.5,2.35,MARUTI,WAGON R,998.0
2750,2015,33517,Diesel,Manual,First,27.62,27.62,3.1,MARUTI,CELERIO ZDI,793.0
2751,2014,110000,Diesel,Automatic,First,13.01,13.01,12.9,HYUNDAI,SANTA FE,2199.0
2752,2017,60000,Petrol,Manual,First,21.1,21.1,2.5,HYUNDAI,EON D,814.0
2753,2013,92408,Petrol,Manual,First,18.5,18.5,3.65,HYUNDAI,I20 SPORTZ,1197.0
2754,2014,45000,Petrol,Manual,First,17.1,17.1,7.5,HYUNDAI,VERNA 1.6,1591.0
2755,2013,33793,Petrol,Manual,First,18.4,18.4,3.74,HONDA,BRIO S,1198.0
2756,2017,26327,Petrol,Manual,First,20.4,20.4,5.86,MARUTI,SWIFT VXI,1197.0
2757,2018,20604,Diesel,Automatic,First,19.27,19.27,39.62,MERCEDES-BENZ,NEW C-CLASS,2143.0
2758,2018,61386,Diesel,Manual,First,25.2,25.2,7.05,MARUTI,SWIFT VDI,1248.0
2759,2018,11500,Diesel,Automatic,First,28.4,28.4,7.5,MARUTI,SWIFT AMT,1248.0
2760,2012,58000,Diesel,Manual,First,25.44,25.44,2.1,CHEVROLET,BEAT DIESEL,936.0
2761,2014,38000,Petrol,Automatic,First,13.7,13.7,11.6,SKODA,SUPERB ELEGANCE,1798.0
2762,2012,49000,Diesel,Automatic,Second,14.84,14.84,19.25,MERCEDES-BENZ,NEW C-CLASS,2143.0
2763,2017,72202,Diesel,Manual,First,13.68,13.68,17.92,TOYOTA,INNOVA CRYSTA,2393.0
2764,2016,7000,Petrol,Manual,First,20.36,20.36,3.6,HYUNDAI,I10 SPORTZ,1197.0
2765,2014,20000,Diesel,Manual,Second,25.8,25.8,4.5,HONDA,AMAZE S,1498.0
2766,2017,14061,Diesel,Manual,First,21.9,21.9,7.4,HYUNDAI,I20 MAGNA,1396.0
2767,2018,30706,Diesel,Automatic,First,11.57,11.57,59.29,MERCEDES-BENZ,GLE 350D,2987.0
2768,2011,51387,Diesel,Manual,First,12.05,12.05,5.5,MAHINDRA,SCORPIO 2009-2014,2179.0
2769,2006,44000,Petrol,Manual,Second,15.3,15.3,1.75,HYUNDAI,GETZ GLE,1341.0
2770,2016,12208,Petrol,Manual,First,21.4,21.4,6.75,MARUTI,BALENO ALPHA,1197.0
2771,2011,55000,Diesel,Manual,First,16.52,16.52,3.95,CHEVROLET,OPTRA MAGNUM,1991.0
2772,2011,61600,Petrol,Manual,First,17.1,17.1,4.2,HYUNDAI,VERNA 1.6,1591.0
2773,2016,28414,Petrol,Manual,First,17.0,17.0,8.4,HONDA,CITY 1.5,1497.0
2774,2017,27853,Petrol,Automatic,First,17.21,17.21,8.25,VOLKSWAGEN,POLO GT,1197.0
2775,2013,55116,Petrol,Manual,First,19.4,19.4,3.31,HONDA,BRIO E,1198.0
2776,2017,26000,Diesel,Manual,First,26.59,26.59,7.5,MARUTI,SWIFT DZIRE,1248.0
2777,2012,45496,Petrol,Manual,First,17.0,17.0,4.75,HONDA,CITY 1.5,1497.0
2778,2013,76000,Diesel,Automatic,Second,11.18,11.18,8.79,MAHINDRA,SSANGYONG REXTON,2696.0
2779,2014,136000,Petrol,Manual,First,13.1,13.1,9.5,SKODA,SUPERB ELEGANCE,1798.0
2781,2010,38127,Petrol,Manual,First,19.7,19.7,1.55,MARUTI,ALTO LXI,796.0
2782,2014,82450,Diesel,Manual,First,23.0,23.0,5.85,HYUNDAI,I20 ASTA,1396.0
2783,2014,62497,Petrol,Manual,First,15.8,15.8,7.52,FORD,ECOSPORT 1.5,1499.0
2784,2011,86732,Diesel,Manual,First,23.08,23.08,3.6,NISSAN,MICRA DIESEL,1461.0
2785,2016,27969,Petrol,Manual,First,19.4,19.4,4.73,HONDA,BRIO E,1198.0
2786,2013,66372,Diesel,Automatic,First,11.18,11.18,10.5,MAHINDRA,SSANGYONG REXTON,2696.0
2787,2013,73525,Diesel,Automatic,First,16.46,16.46,34.54,BMW,7 SERIES,2993.0
2788,2018,20689,Petrol,Manual,First,18.9,18.9,6.07,HYUNDAI,GRAND I10,1197.0
2789,2018,25093,Petrol,Manual,First,21.4,21.4,7.76,MARUTI,BALENO DELTA,1197.0
2790,2016,49176,Diesel,Manual,First,11.68,11.68,7.46,MAHINDRA,XYLO E8,2498.0
2791,2012,87510,Diesel,Manual,First,21.8,21.8,3.49,RENAULT,FLUENCE DIESEL,1461.0
2792,2012,38214,Petrol,Manual,Second,18.5,18.5,4.05,HYUNDAI,I20 1.2,1197.0
2793,2013,48986,Diesel,Manual,First,10.5,10.5,11.88,MITSUBISHI,PAJERO 2.8,2835.0
2794,2011,88000,Petrol,Automatic,First,14.53,14.53,6.45,TOYOTA,COROLLA ALTIS,1794.0
2795,2015,69002,Diesel,Automatic,First,15.97,15.97,50.0,BMW,X5 X5,2993.0
2796,2011,43706,Petrol,Automatic,First,10.9,10.9,9.0,BMW,3 SERIES,2497.0
2797,2016,58671,Diesel,Automatic,First,17.01,17.01,14.25,HYUNDAI,CRETA 1.6,1582.0
2798,2017,49404,Diesel,Manual,First,18.49,18.49,7.36,MAHINDRA,TUV 300,1493.0
2799,2010,72000,Diesel,Manual,First,12.05,12.05,4.4,MAHINDRA,SCORPIO VLX,2179.0
2800,2016,24000,Petrol,Manual,First,25.17,25.17,3.1,RENAULT,KWID RXT,799.0
2801,2017,53285,Petrol,Automatic,First,22.5,22.5,4.28,RENAULT,KWID 1.0,999.0
2802,2017,12000,Petrol,Manual,First,16.1,16.1,5.5,MARUTI,SWIFT VXI,1197.0
2803,2012,45000,Diesel,Automatic,First,17.0,17.0,6.99,SKODA,LAURA 1.9,1896.0
2804,2018,26234,Petrol,Manual,First,24.7,24.7,4.29,MARUTI,ALTO 800,796.0
2805,2014,55000,Petrol,Manual,First,18.6,18.6,4.2,MARUTI,SWIFT VXI,1197.0
2806,2012,90000,Diesel,Manual,First,23.0,23.0,4.11,HYUNDAI,I20 1.4,1396.0
2807,2015,48000,Diesel,Automatic,First,15.73,15.73,18.75,AUDI,Q3 2012-2015,1968.0
2808,2017,19863,Diesel,Automatic,First,11.57,11.57,64.95,MERCEDES-BENZ,GLE 350D,2987.0
2809,2010,55000,Petrol,Manual,Second,19.81,19.81,1.59,HYUNDAI,I10 ERA,1086.0
2810,2016,4800,Petrol,Manual,First,20.51,20.51,3.6,MARUTI,WAGON R,998.0
2811,2017,38607,Petrol,Manual,Second,17.8,17.8,7.87,HONDA,CITY I,1497.0
2812,2018,3958,Petrol,Manual,First,18.9,18.9,5.55,HYUNDAI,GRAND I10,1197.0
2813,2014,74000,Diesel,Manual,Second,25.1,25.1,6.4,HONDA,CITY I,1498.0
2814,2009,54540,Petrol,Manual,Third,17.5,17.5,2.65,MARUTI,SWIFT DZIRE,1298.0
2815,2015,58400,Petrol,Manual,First,17.5,17.5,5.5,MARUTI,SWIFT DZIRE,1298.0
2816,2013,73648,Diesel,Manual,First,15.1,15.1,7.31,MAHINDRA,XUV500 W8,2179.0
2817,2016,83000,Diesel,Manual,First,28.09,28.09,7.1,MARUTI,CIAZ ZDI,1248.0
2818,2016,16159,Diesel,Manual,First,22.32,22.32,7.83,HYUNDAI,VERNA 1.6,1582.0
2819,2005,150000,Diesel,Manual,First,13.1,13.1,0.85,HYUNDAI,ACCENT CRDI,1493.0
2820,2014,22100,Petrol,Manual,First,19.4,19.4,3.55,HONDA,BRIO S,1198.0
2821,2017,35043,Petrol,Manual,First,17.19,17.19,8.19,HYUNDAI,I20 ACTIVE,1197.0
2822,2018,24000,Diesel,Automatic,First,18.88,18.88,28.0,BMW,3 SERIES,1995.0
2823,2015,480000,Diesel,Automatic,First,16.96,16.96,13.0,VOLKSWAGEN,JETTA 2013-2015,1968.0
2824,2011,70000,Petrol,Manual,Second,15.26,15.26,3.29,VOLKSWAGEN,POLO PETROL,1598.0
2825,2015,13769,Petrol,Manual,Second,16.1,16.1,4.41,MARUTI,SWIFT VXI,1197.0
2826,2013,58000,Diesel,Manual,First,19.01,19.01,4.99,RENAULT,DUSTER 110PS,1461.0
2827,2009,58000,Diesel,Automatic,First,18.56,18.56,17.98,BMW,X3 XDRIVE,1995.0
2828,2018,18705,Diesel,Manual,First,20.5,20.5,7.71,FIAT,AVVENTURA MULTIJET,1248.0
2829,2013,32378,Petrol,Manual,First,20.51,20.51,2.8,MARUTI,WAGON R,998.0
2830,2013,45000,Diesel,Manual,First,22.1,22.1,3.0,CHEVROLET,SAIL HATCHBACK,1248.0
2831,2015,36836,Diesel,Manual,First,15.1,15.1,12.49,MAHINDRA,XUV500 W8,2179.0
2832,2016,54199,Diesel,Manual,First,23.0,23.0,5.0,TATA,ZEST QUADRAJET,1248.0
2833,2017,36935,Diesel,Automatic,First,18.56,18.56,32.64,BMW,X3 XDRIVE20D,1995.0
2834,2015,23000,Diesel,Manual,First,25.2,25.2,6.5,MARUTI,SWIFT VDI,1248.0
2835,2015,14000,Diesel,Automatic,First,18.12,18.12,35.0,BMW,5 SERIES,1995.0
2836,2015,100073,Diesel,Manual,Second,25.0,25.0,2.0,TATA,INDIGO CS,1396.0
2837,2015,59182,Diesel,Manual,First,15.1,15.1,9.46,MAHINDRA,XUV500 W8,2179.0
2838,2016,72132,Diesel,Automatic,Second,12.07,12.07,39.0,AUDI,Q7 35,2967.0
2839,2009,79000,Diesel,Automatic,First,18.48,18.48,15.0,BMW,5 SERIES,1995.0
2840,2013,66930,Petrol,Manual,First,17.1,17.1,6.15,HYUNDAI,VERNA 1.6,1591.0
2841,2015,100000,Diesel,Automatic,Second,13.01,13.01,14.5,HYUNDAI,SANTA FE,2199.0
2843,2018,27413,Petrol,Automatic,First,20.51,20.51,5.18,MARUTI,WAGON R,998.0
2844,2007,90000,Petrol,Manual,Second,17.3,17.3,1.24,MARUTI,WAGON R,1061.0
2845,2013,40300,Petrol,Manual,First,18.5,18.5,2.8,HYUNDAI,I20 SPORTZ,1197.0
2846,2011,73783,Petrol,Automatic,Second,13.7,13.7,5.23,SKODA,SUPERB ELEGANCE,1798.0
2847,2005,86000,Petrol,Manual,Second,15.3,15.3,0.45,HYUNDAI,GETZ GLS,1341.0
2848,2014,65694,Petrol,Manual,First,18.9,18.9,3.25,MARUTI,WAGON R,998.0
2849,2015,23000,Petrol,Manual,First,16.8,16.8,1.5,MARUTI,OMNI MPI,796.0
2850,2012,51000,Petrol,Manual,First,20.36,20.36,2.85,HYUNDAI,I10 MAGNA,1197.0
2851,2018,18335,Petrol,Manual,First,21.7,21.7,4.5,RENAULT,KWID 1.0,999.0
2852,2014,36000,Diesel,Automatic,First,15.0,15.0,16.25,MERCEDES-BENZ,B CLASS,2147.0
2853,2017,25000,Petrol,Automatic,First,17.21,17.21,7.75,VOLKSWAGEN,POLO GT,1197.0
2854,2007,81000,Diesel,Manual,Third,12.05,12.05,4.35,MAHINDRA,SCORPIO VLX,2179.0
2855,2019,21719,Diesel,Automatic,First,12.9,12.9,33.13,TOYOTA,FORTUNER 2.8,2755.0
2856,2013,75421,Diesel,Manual,First,25.44,25.44,3.63,CHEVROLET,BEAT DIESEL,936.0
2857,2010,80000,Diesel,Manual,First,12.8,12.8,4.75,TOYOTA,INNOVA 2.5,2494.0
2858,2018,10671,Petrol,Manual,First,20.85,20.85,6.51,MARUTI,SWIFT DZIRE,1197.0
2859,2018,4126,Petrol,Manual,First,21.7,21.7,4.8,RENAULT,KWID CLIMBER,999.0
2860,2017,98500,Diesel,Manual,First,22.95,22.95,6.0,TATA,BOLT QUADRAJET,1248.0
2861,2016,61578,Petrol,Manual,First,18.9,18.9,6.4,HYUNDAI,GRAND I10,1197.0
2862,2014,54000,Diesel,Manual,First,20.34,20.34,4.9,VOLKSWAGEN,VENTO 1.5,1498.0
2863,2013,70998,Diesel,Automatic,First,17.68,17.68,20.57,AUDI,A6 2011-2015,1968.0
2864,2015,40082,Diesel,Manual,First,19.3,19.3,4.76,MARUTI,SWIFT DZIRE,1248.0
2865,2012,50619,Petrol,Manual,First,18.0,18.0,2.0,CHEVROLET,SPARK 1.0,995.0
2866,2009,103905,Diesel,Automatic,First,22.69,22.69,9.92,BMW,3 SERIES,1995.0
2867,2018,15334,Petrol,Manual,First,21.1,21.1,3.69,HYUNDAI,EON ERA,814.0
2868,2013,69000,Diesel,Manual,First,23.4,23.4,5.75,MARUTI,SWIFT DZIRE,1248.0
2869,2014,75160,Diesel,Manual,First,20.14,20.14,5.7,VOLKSWAGEN,CROSSPOLO 1.5,1498.0
2870,2014,44753,Petrol,Manual,First,18.0,18.0,4.94,HONDA,AMAZE E,1198.0
2871,2012,53024,Petrol,Automatic,First,14.4,14.4,4.29,VOLKSWAGEN,VENTO PETROL,1598.0
2872,2014,23840,Petrol,Manual,First,20.51,20.51,3.0,MARUTI,WAGON R,998.0
2873,2014,81298,Diesel,Manual,First,20.14,20.14,6.5,VOLKSWAGEN,POLO 1.5,1498.0
2874,2015,59000,Petrol,Manual,Second,16.47,16.47,4.9,VOLKSWAGEN,POLO PETROL,1198.0
2875,2016,51806,Diesel,Manual,First,25.8,25.8,5.4,HONDA,AMAZE SX,1498.0
2876,2014,56000,Diesel,Automatic,First,18.53,18.53,24.0,AUDI,A6 35,1968.0
2877,2019,29279,Diesel,Manual,First,24.7,24.7,7.46,TATA,TIGOR 1.05,1047.0
2878,2017,33550,Diesel,Automatic,First,21.5,21.5,9.6,VOLKSWAGEN,VENTO 1.5,1498.0
2879,2014,62000,Diesel,Automatic,First,18.53,18.53,25.0,AUDI,A6 35,1968.0
2880,2014,66000,Diesel,Manual,First,19.01,19.01,6.8,NISSAN,TERRANO XL,1461.0
2881,2016,46630,Diesel,Automatic,First,21.66,21.66,8.59,SKODA,RAPID 1.5,1498.0
2882,2016,72566,Diesel,Manual,First,25.83,25.83,5.29,FORD,FIGO ASPIRE,1498.0
2883,2011,51482,Diesel,Manual,First,15.42,15.42,2.5,TATA,VENTURE EX,1405.0
2884,2011,90000,Diesel,Automatic,First,14.84,14.84,13.9,MERCEDES-BENZ,NEW C-CLASS,2143.0
2885,2014,69000,Diesel,Manual,Second,13.0,13.0,20.0,TOYOTA,FORTUNER 4X2,2982.0
2886,2011,90000,Petrol,Manual,Second,17.0,17.0,3.4,HONDA,CITY 1.5,1497.0
2887,2015,39000,Petrol,Manual,First,18.6,18.6,5.5,HYUNDAI,I20 ASTA,1197.0
2888,2012,110000,Diesel,Manual,Second,20.54,20.54,3.65,VOLKSWAGEN,VENTO DIESEL,1598.0
2889,2011,68022,Diesel,Manual,First,13.1,13.1,5.86,FORD,ENDEAVOUR 2.5L,2499.0
2890,2018,27852,Petrol,Automatic,First,14.8,14.8,10.44,FORD,ECOSPORT 1.5,1497.0
2891,2013,58291,Diesel,Manual,First,17.8,17.8,5.0,MARUTI,SWIFT VDI,1248.0
2892,2011,68439,Diesel,Manual,First,23.0,23.0,3.37,HYUNDAI,I20 SPORTZ,1396.0
2893,2011,150000,Diesel,Manual,First,12.99,12.99,6.95,TOYOTA,INNOVA 2.5,2494.0
2894,2018,14000,Diesel,Manual,First,21.5,21.5,9.9,TATA,NEXON 1.5,1497.0
2895,2012,71558,Diesel,Manual,First,20.0,20.0,3.3,FORD,FIGO DIESEL,1399.0
2896,2013,48000,Diesel,Automatic,Second,17.85,17.85,50.5,PORSCHE,PANAMERA DIESEL,2967.0
2897,2015,65800,Diesel,Automatic,First,17.01,17.01,12.5,HYUNDAI,CRETA 1.6,1582.0
2898,2014,53000,Diesel,Automatic,First,16.55,16.55,20.5,AUDI,A4 2.0,1968.0
2899,2017,14600,Diesel,Manual,First,16.0,16.0,14.5,MAHINDRA,XUV500 W8,2179.0
2900,2017,34429,Diesel,Automatic,First,13.8,13.8,20.0,ISUZU,MUX 4WD,2999.0
2901,2014,52000,Diesel,Manual,First,23.4,23.4,5.25,MARUTI,SWIFT DZIRE,1248.0
2902,2015,25470,Petrol,Manual,First,20.73,20.73,5.9,MARUTI,CIAZ ZXI,1373.0
2903,2013,22000,Petrol,Manual,First,21.1,21.1,2.6,HYUNDAI,EON ERA,814.0
2904,2007,75000,Diesel,Automatic,First,11.0,11.0,11.0,MERCEDES-BENZ,E-CLASS 280,2987.0
2905,2011,95995,Diesel,Automatic,First,18.48,18.48,15.5,BMW,5 SERIES,1995.0
2906,2017,26877,Diesel,Manual,First,24.0,24.0,5.75,HYUNDAI,GRAND I10,1186.0
2907,2015,26000,Diesel,Automatic,First,14.47,14.47,75.0,JAGUAR,XJ 3.0L,2993.0
2908,2007,140000,Diesel,Manual,Second,17.8,17.8,2.0,MARUTI,SWIFT LDI,1248.0
2909,2008,95291,Petrol,Manual,First,17.92,17.92,2.3,HYUNDAI,SANTRO XING,1086.0
2910,2009,135000,Diesel,Manual,Second,12.8,12.8,8.2,TOYOTA,INNOVA 2.5,2494.0
2911,2015,32000,Petrol,Manual,First,18.6,18.6,4.8,HYUNDAI,I20 SPORTZ,1197.0
2912,2008,68333,Diesel,Automatic,Second,11.0,11.0,8.5,MERCEDES-BENZ,E-CLASS 280,2987.0
2913,2011,72000,Diesel,Manual,First,20.0,20.0,2.9,FORD,FIGO DIESEL,1399.0
2914,2012,52100,Diesel,Manual,First,21.43,21.43,6.5,TOYOTA,COROLLA ALTIS,1364.0
2915,2018,10000,Petrol,Manual,First,18.9,18.9,5.85,HYUNDAI,GRAND I10,1197.0
2916,2019,6261,Diesel,Manual,First,16.3,16.3,23.91,JEEP,COMPASS 2.0,1956.0
2917,2019,3906,Petrol,Automatic,First,20.89,20.89,7.36,MARUTI,IGNIS 1.2,1197.0
2918,2014,55960,Diesel,Manual,First,11.5,11.5,17.25,TOYOTA,FORTUNER 3.0,2982.0
2919,2013,144000,Diesel,Manual,First,20.54,20.54,7.0,VOLKSWAGEN,VENTO DIESEL,1598.0
2920,2017,38000,Diesel,Manual,First,13.68,13.68,17.65,TOYOTA,INNOVA CRYSTA,2393.0
2921,2013,51000,Diesel,Manual,First,20.0,20.0,2.5,FORD,FIGO DIESEL,1399.0
2922,2015,150000,Diesel,Manual,First,23.59,23.59,6.0,TOYOTA,PLATINUM ETIOS,1364.0
2923,2018,2500,Diesel,Manual,First,18.06,18.06,8.25,MAHINDRA,THAR DI,2523.0
2924,2018,41661,Diesel,Automatic,First,12.7,12.7,44.83,LAND,ROVER RANGE,2179.0
2925,2011,64000,Diesel,Automatic,First,16.07,16.07,10.5,BMW,3 SERIES,1995.0
2926,2008,80000,Petrol,Manual,Second,13.2,13.2,1.9,HYUNDAI,ACCENT GLS,1495.0
2927,2016,30000,Petrol,Automatic,Second,23.1,23.1,4.25,MARUTI,CELERIO ZXI,998.0
2928,2014,43000,Diesel,Automatic,Second,16.36,16.36,26.5,JAGUAR,XF 2.2,2179.0
2929,2013,90000,Diesel,Automatic,Second,12.4,12.4,22.5,AUDI,A6 2.7,2698.0
2930,2011,123880,Diesel,Manual,First,23.08,23.08,3.3,NISSAN,MICRA DIESEL,1461.0
2931,2015,42000,Petrol,Manual,Second,18.0,18.0,4.3,HONDA,AMAZE S,1198.0
2932,2012,79824,Diesel,Manual,First,19.87,19.87,5.25,RENAULT,DUSTER 85PS,1461.0
2933,2015,75000,Diesel,Manual,First,12.99,12.99,11.75,TOYOTA,INNOVA 2.5,2494.0
2934,2014,72411,Petrol,Manual,First,18.0,18.0,4.25,HONDA,AMAZE E,1198.0
2935,2012,63000,Diesel,Automatic,First,14.94,14.94,14.22,MERCEDES-BENZ,NEW C-CLASS,2143.0
2936,2015,53713,Petrol,Manual,First,17.71,17.71,4.2,TOYOTA,ETIOS LIVA,1197.0
2937,2017,18000,Diesel,Automatic,First,11.36,11.36,18.25,TOYOTA,INNOVA CRYSTA,2755.0
2938,2013,51000,Diesel,Manual,First,15.8,15.8,18.5,MERCEDES-BENZ,NEW C-CLASS,2148.0
2939,2008,86700,Petrol,Manual,Second,16.1,16.1,2.4,MARUTI,SWIFT VXI,1298.0
2940,2016,29000,Diesel,Manual,First,27.39,27.39,6.5,MARUTI,BALENO ALPHA,1248.0
2941,2014,56000,LPG,Manual,First,13.45,13.45,3.2,HYUNDAI,SANTRO XING,1086.0
2942,2015,33000,Petrol,Automatic,First,23.1,23.1,3.99,MARUTI,CELERIO VXI,998.0
2943,2014,64394,Diesel,Manual,First,22.7,22.7,5.45,FORD,ECOSPORT 1.5,1498.0
